"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|NL","Generation - Solar  [MW] Intraday / BZN|NL","Generation - Solar  [MW] Current / BZN|NL","Generation - Wind Offshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Offshore  [MW] Intraday / BZN|NL","Generation - Wind Offshore  [MW] Current / BZN|NL","Generation - Wind Onshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Onshore  [MW] Intraday / BZN|NL","Generation - Wind Onshore  [MW] Current / BZN|NL"
"12.12.2021 14:00 - 12.12.2021 14:15","157","157","n/e","789","789","n/e","1122","1122","n/e"
"12.12.2021 14:15 - 12.12.2021 14:30","145","145","n/e","772","772","n/e","1093","1093","n/e"
"12.12.2021 14:30 - 12.12.2021 14:45","136","136","n/e","761","761","n/e","1074","1074","n/e"
"12.12.2021 14:45 - 12.12.2021 15:00","127","127","n/e","749","749","n/e","1051","1051","n/e"
"12.12.2021 15:00 - 12.12.2021 15:15","116","116","n/e","737","737","n/e","1029","1029","n/e"
"12.12.2021 15:15 - 12.12.2021 15:30","99","99","n/e","729","729","n/e","1010","1010","n/e"
"12.12.2021 15:30 - 12.12.2021 15:45","82","82","n/e","725","725","n/e","991","991","n/e"
"12.12.2021 15:45 - 12.12.2021 16:00","63","63","n/e","721","721","n/e","970","970","n/e"
"12.12.2021 16:00 - 12.12.2021 16:15","46","46","n/e","717","717","n/e","949","949","n/e"
"12.12.2021 16:15 - 12.12.2021 16:30","38","38","n/e","711","711","n/e","933","933","n/e"
"12.12.2021 16:30 - 12.12.2021 16:45","25","25","n/e","704","704","n/e","925","925","n/e"
"12.12.2021 16:45 - 12.12.2021 17:00","16","16","n/e","697","697","n/e","912","912","n/e"
"12.12.2021 17:00 - 12.12.2021 17:15","7","7","n/e","690","690","n/e","901","901","n/e"
"12.12.2021 17:15 - 12.12.2021 17:30","6","6","n/e","688","688","n/e","900","900","n/e"
"12.12.2021 17:30 - 12.12.2021 17:45","3","3","n/e","692","692","n/e","909","909","n/e"
"12.12.2021 17:45 - 12.12.2021 18:00","2","2","n/e","695","695","n/e","918","918","n/e"
"12.12.2021 18:00 - 12.12.2021 18:15","0","0","n/e","699","699","n/e","926","926","n/e"
"12.12.2021 18:15 - 12.12.2021 18:30","0","0","n/e","712","712","n/e","927","927","n/e"
"12.12.2021 18:30 - 12.12.2021 18:45","0","0","n/e","736","736","n/e","923","923","n/e"
"12.12.2021 18:45 - 12.12.2021 19:00","0","0","n/e","761","761","n/e","920","920","n/e"
"12.12.2021 19:00 - 12.12.2021 19:15","0","0","n/e","785","785","n/e","917","917","n/e"
"12.12.2021 19:15 - 12.12.2021 19:30","0","0","n/e","805","805","n/e","928","928","n/e"
"12.12.2021 19:30 - 12.12.2021 19:45","0","0","n/e","821","821","n/e","957","957","n/e"
"12.12.2021 19:45 - 12.12.2021 20:00","0","0","n/e","838","838","n/e","988","988","n/e"
"12.12.2021 20:00 - 12.12.2021 20:15","0","0","n/e","855","855","n/e","1017","1017","n/e"
"12.12.2021 20:15 - 12.12.2021 20:30","0","0","n/e","868","868","n/e","1051","1051","n/e"
"12.12.2021 20:30 - 12.12.2021 20:45","0","0","n/e","879","879","n/e","1088","1088","n/e"
"12.12.2021 20:45 - 12.12.2021 21:00","0","0","n/e","889","889","n/e","1121","1121","n/e"
"12.12.2021 21:00 - 12.12.2021 21:15","0","0","n/e","900","900","n/e","1157","1157","n/e"
"12.12.2021 21:15 - 12.12.2021 21:30","0","0","n/e","914","914","n/e","1196","1196","n/e"
"12.12.2021 21:30 - 12.12.2021 21:45","0","0","n/e","931","931","n/e","1237","1237","n/e"
"12.12.2021 21:45 - 12.12.2021 22:00","0","0","n/e","948","948","n/e","1276","1276","n/e"
"12.12.2021 22:00 - 12.12.2021 22:15","0","0","n/e","964","964","n/e","1319","1319","n/e"
"12.12.2021 22:15 - 12.12.2021 22:30","0","0","n/e","976","976","n/e","1341","1341","n/e"
"12.12.2021 22:30 - 12.12.2021 22:45","0","0","n/e","982","982","n/e","1348","1348","n/e"
"12.12.2021 22:45 - 12.12.2021 23:00","0","0","n/e","988","988","n/e","1353","1353","n/e"
"12.12.2021 23:00 - 12.12.2021 23:15","0","0","n/e","995","995","n/e","1360","1360","n/e"
"12.12.2021 23:15 - 12.12.2021 23:30","0","0","n/e","995","995","n/e","1358","1358","n/e"
"12.12.2021 23:30 - 12.12.2021 23:45","0","0","n/e","989","989","n/e","1350","1350","n/e"
"12.12.2021 23:45 - 13.12.2021 00:00","0","0","n/e","983","983","n/e","1343","1343","n/e"
"13.12.2021 00:00 - 13.12.2021 00:15","0","0","n/e","1101","1101","n/e","1608","1608","n/e"
"13.12.2021 00:15 - 13.12.2021 00:30","0","0","n/e","1097","1097","n/e","1614","1614","n/e"
"13.12.2021 00:30 - 13.12.2021 00:45","0","0","n/e","1089","1089","n/e","1610","1610","n/e"
"13.12.2021 00:45 - 13.12.2021 01:00","0","0","n/e","1081","1081","n/e","1608","1608","n/e"
"13.12.2021 01:00 - 13.12.2021 01:15","0","0","n/e","1073","1073","n/e","1605","1605","n/e"
"13.12.2021 01:15 - 13.12.2021 01:30","0","0","n/e","1073","1073","n/e","1600","1600","n/e"
"13.12.2021 01:30 - 13.12.2021 01:45","0","0","n/e","1080","1080","n/e","1591","1591","n/e"
"13.12.2021 01:45 - 13.12.2021 02:00","0","0","n/e","1088","1088","n/e","1582","1582","n/e"
"13.12.2021 02:00 - 13.12.2021 02:15","0","0","n/e","1095","1095","n/e","1572","1572","n/e"
"13.12.2021 02:15 - 13.12.2021 02:30","0","0","n/e","1096","1096","n/e","1571","1571","n/e"
"13.12.2021 02:30 - 13.12.2021 02:45","0","0","n/e","1090","1090","n/e","1570","1570","n/e"
"13.12.2021 02:45 - 13.12.2021 03:00","0","0","n/e","1083","1083","n/e","1570","1570","n/e"
"13.12.2021 03:00 - 13.12.2021 03:15","0","0","n/e","1077","1077","n/e","1570","1570","n/e"
"13.12.2021 03:15 - 13.12.2021 03:30","0","0","n/e","1070","1070","n/e","1562","1562","n/e"
"13.12.2021 03:30 - 13.12.2021 03:45","0","0","n/e","1062","1062","n/e","1553","1553","n/e"
"13.12.2021 03:45 - 13.12.2021 04:00","0","0","n/e","1055","1055","n/e","1543","1543","n/e"
"13.12.2021 04:00 - 13.12.2021 04:15","0","0","n/e","1047","1047","n/e","1533","1533","n/e"
"13.12.2021 04:15 - 13.12.2021 04:30","0","0","n/e","1050","1050","n/e","1524","1524","n/e"
"13.12.2021 04:30 - 13.12.2021 04:45","0","0","n/e","1063","1063","n/e","1520","1520","n/e"
"13.12.2021 04:45 - 13.12.2021 05:00","0","0","n/e","1077","1077","n/e","1514","1514","n/e"
"13.12.2021 05:00 - 13.12.2021 05:15","0","0","n/e","1091","1091","n/e","1508","1508","n/e"
"13.12.2021 05:15 - 13.12.2021 05:30","0","0","n/e","1085","1085","n/e","1503","1503","n/e"
"13.12.2021 05:30 - 13.12.2021 05:45","0","0","n/e","1059","1059","n/e","1500","1500","n/e"
"13.12.2021 05:45 - 13.12.2021 06:00","0","0","n/e","1033","1033","n/e","1494","1494","n/e"
"13.12.2021 06:00 - 13.12.2021 06:15","0","0","n/e","1007","1007","n/e","1490","1490","n/e"
"13.12.2021 06:15 - 13.12.2021 06:30","0","0","n/e","1001","1001","n/e","1465","1465","n/e"
"13.12.2021 06:30 - 13.12.2021 06:45","0","0","n/e","1015","1015","n/e","1419","1419","n/e"
"13.12.2021 06:45 - 13.12.2021 07:00","0","0","n/e","1028","1028","n/e","1373","1373","n/e"
"13.12.2021 07:00 - 13.12.2021 07:15","0","0","n/e","1041","1041","n/e","1329","1329","n/e"
"13.12.2021 07:15 - 13.12.2021 07:30","0","0","n/e","1048","1048","n/e","1313","1313","n/e"
"13.12.2021 07:30 - 13.12.2021 07:45","0","0","n/e","1049","1049","n/e","1324","1324","n/e"
"13.12.2021 07:45 - 13.12.2021 08:00","0","0","n/e","1050","1050","n/e","1336","1336","n/e"
"13.12.2021 08:00 - 13.12.2021 08:15","0","0","n/e","1050","1050","n/e","1349","1349","n/e"
"13.12.2021 08:15 - 13.12.2021 08:30","0","0","n/e","1044","1044","n/e","1353","1353","n/e"
"13.12.2021 08:30 - 13.12.2021 08:45","0","0","n/e","1029","1029","n/e","1355","1355","n/e"
"13.12.2021 08:45 - 13.12.2021 09:00","3","3","n/e","1015","1015","n/e","1358","1358","n/e"
"13.12.2021 09:00 - 13.12.2021 09:15","3","3","n/e","1001","1001","n/e","1358","1358","n/e"
"13.12.2021 09:15 - 13.12.2021 09:30","35","35","n/e","1000","1000","n/e","1358","1358","n/e"
"13.12.2021 09:30 - 13.12.2021 09:45","63","63","n/e","1011","1011","n/e","1358","1358","n/e"
"13.12.2021 09:45 - 13.12.2021 10:00","92","92","n/e","1022","1022","n/e","1356","1356","n/e"
"13.12.2021 10:00 - 13.12.2021 10:15","119","119","n/e","1034","1034","n/e","1358","1358","n/e"
"13.12.2021 10:15 - 13.12.2021 10:30","149","149","n/e","1032","1032","n/e","1352","1352","n/e"
"13.12.2021 10:30 - 13.12.2021 10:45","177","177","n/e","1016","1016","n/e","1342","1342","n/e"
"13.12.2021 10:45 - 13.12.2021 11:00","208","208","n/e","1001","1001","n/e","1333","1333","n/e"
"13.12.2021 11:00 - 13.12.2021 11:15","235","235","n/e","985","985","n/e","1326","1326","n/e"
"13.12.2021 11:15 - 13.12.2021 11:30","250","250","n/e","970","970","n/e","1313","1313","n/e"
"13.12.2021 11:30 - 13.12.2021 11:45","265","265","n/e","955","955","n/e","1295","1295","n/e"
"13.12.2021 11:45 - 13.12.2021 12:00","279","279","n/e","940","940","n/e","1279","1279","n/e"
"13.12.2021 12:00 - 13.12.2021 12:15","295","295","n/e","924","924","n/e","1264","1264","n/e"
"13.12.2021 12:15 - 13.12.2021 12:30","293","293","n/e","902","902","n/e","1250","1250","n/e"
"13.12.2021 12:30 - 13.12.2021 12:45","290","290","n/e","871","871","n/e","1243","1243","n/e"
"13.12.2021 12:45 - 13.12.2021 13:00","289","289","n/e","841","841","n/e","1233","1233","n/e"
"13.12.2021 13:00 - 13.12.2021 13:15","285","285","n/e","811","811","n/e","1224","1224","n/e"
"13.12.2021 13:15 - 13.12.2021 13:30","269","269","n/e","799","799","n/e","1229","1229","n/e"
"13.12.2021 13:30 - 13.12.2021 13:45","254","254","n/e","806","806","n/e","1245","1245","n/e"
"13.12.2021 13:45 - 13.12.2021 14:00","237","237","n/e","813","813","n/e","1262","1262","n/e"
"13.12.2021 14:00 - 13.12.2021 14:15","222","222","n/e","821","821","n/e","1279","1279","n/e"
"13.12.2021 14:15 - 13.12.2021 14:30","199","199","n/e","830","830","n/e","1292","1292","n/e"
"13.12.2021 14:30 - 13.12.2021 14:45","177","177","n/e","841","841","n/e","1299","1299","n/e"
"13.12.2021 14:45 - 13.12.2021 15:00","156","156","n/e","852","852","n/e","1308","1308","n/e"
"13.12.2021 15:00 - 13.12.2021 15:15","132","132","n/e","863","863","n/e","1317","1317","n/e"
"13.12.2021 15:15 - 13.12.2021 15:30","113","113","n/e","871","871","n/e","1324","1324","n/e"
"13.12.2021 15:30 - 13.12.2021 15:45","89","89","n/e","876","876","n/e","1329","1329","n/e"
"13.12.2021 15:45 - 13.12.2021 16:00","71","71","n/e","881","881","n/e","1334","1334","n/e"
"13.12.2021 16:00 - 13.12.2021 16:15","47","47","n/e","886","886","n/e","1338","1338","n/e"
"13.12.2021 16:15 - 13.12.2021 16:30","38","38","n/e","885","885","n/e","1344","1344","n/e"
"13.12.2021 16:30 - 13.12.2021 16:45","29","29","n/e","878","878","n/e","1350","1350","n/e"
"13.12.2021 16:45 - 13.12.2021 17:00","17","17","n/e","872","872","n/e","1357","1357","n/e"
"13.12.2021 17:00 - 13.12.2021 17:15","7","7","n/e","865","865","n/e","1363","1363","n/e"
"13.12.2021 17:15 - 13.12.2021 17:30","6","6","n/e","872","872","n/e","1378","1378","n/e"
"13.12.2021 17:30 - 13.12.2021 17:45","4","4","n/e","892","892","n/e","1405","1405","n/e"
"13.12.2021 17:45 - 13.12.2021 18:00","1","1","n/e","913","913","n/e","1431","1431","n/e"
"13.12.2021 18:00 - 13.12.2021 18:15","0","0","n/e","933","933","n/e","1455","1455","n/e"
"13.12.2021 18:15 - 13.12.2021 18:30","0","0","n/e","950","950","n/e","1472","1472","n/e"
"13.12.2021 18:30 - 13.12.2021 18:45","0","0","n/e","964","964","n/e","1485","1485","n/e"
"13.12.2021 18:45 - 13.12.2021 19:00","0","0","n/e","978","978","n/e","1497","1497","n/e"
"13.12.2021 19:00 - 13.12.2021 19:15","0","0","n/e","992","992","n/e","1507","1507","n/e"
"13.12.2021 19:15 - 13.12.2021 19:30","0","0","n/e","1011","1011","n/e","1529","1529","n/e"
"13.12.2021 19:30 - 13.12.2021 19:45","0","0","n/e","1034","1034","n/e","1557","1557","n/e"
"13.12.2021 19:45 - 13.12.2021 20:00","0","0","n/e","1057","1057","n/e","1584","1584","n/e"
"13.12.2021 20:00 - 13.12.2021 20:15","0","0","n/e","1081","1081","n/e","1612","1612","n/e"
"13.12.2021 20:15 - 13.12.2021 20:30","0","0","n/e","1087","1087","n/e","1628","1628","n/e"
"13.12.2021 20:30 - 13.12.2021 20:45","0","0","n/e","1074","1074","n/e","1632","1632","n/e"
"13.12.2021 20:45 - 13.12.2021 21:00","0","0","n/e","1062","1062","n/e","1636","1636","n/e"
"13.12.2021 21:00 - 13.12.2021 21:15","0","0","n/e","1050","1050","n/e","1641","1641","n/e"
"13.12.2021 21:15 - 13.12.2021 21:30","0","0","n/e","1055","1055","n/e","1661","1661","n/e"
"13.12.2021 21:30 - 13.12.2021 21:45","0","0","n/e","1077","1077","n/e","1700","1700","n/e"
"13.12.2021 21:45 - 13.12.2021 22:00","0","0","n/e","1099","1099","n/e","1739","1739","n/e"
"13.12.2021 22:00 - 13.12.2021 22:15","0","0","n/e","1121","1121","n/e","1777","1777","n/e"
"13.12.2021 22:15 - 13.12.2021 22:30","0","0","n/e","1136","1136","n/e","1812","1812","n/e"
"13.12.2021 22:30 - 13.12.2021 22:45","0","0","n/e","1145","1145","n/e","1841","1841","n/e"
"13.12.2021 22:45 - 13.12.2021 23:00","0","0","n/e","1154","1154","n/e","1870","1870","n/e"
"13.12.2021 23:00 - 13.12.2021 23:15","0","0","n/e","1163","1163","n/e","1898","1898","n/e"
"13.12.2021 23:15 - 13.12.2021 23:30","0","0","n/e","1175","1175","n/e","1918","1918","n/e"
"13.12.2021 23:30 - 13.12.2021 23:45","0","0","n/e","1189","1189","n/e","1931","1931","n/e"
"13.12.2021 23:45 - 14.12.2021 00:00","0","0","n/e","1204","1204","n/e","1945","1945","n/e"
"14.12.2021 00:00 - 14.12.2021 00:15","0","0","n/e","1055","1055","n/e","1620","1620","n/e"
"14.12.2021 00:15 - 14.12.2021 00:30","0","0","n/e","1048","1048","n/e","1617","1617","n/e"
"14.12.2021 00:30 - 14.12.2021 00:45","0","0","n/e","1047","1047","n/e","1614","1614","n/e"
"14.12.2021 00:45 - 14.12.2021 01:00","0","0","n/e","1045","1045","n/e","1610","1610","n/e"
"14.12.2021 01:00 - 14.12.2021 01:15","0","0","n/e","1043","1043","n/e","1607","1607","n/e"
"14.12.2021 01:15 - 14.12.2021 01:30","0","0","n/e","1045","1045","n/e","1621","1621","n/e"
"14.12.2021 01:30 - 14.12.2021 01:45","0","0","n/e","1050","1050","n/e","1654","1654","n/e"
"14.12.2021 01:45 - 14.12.2021 02:00","0","0","n/e","1056","1056","n/e","1686","1686","n/e"
"14.12.2021 02:00 - 14.12.2021 02:15","0","0","n/e","1061","1061","n/e","1719","1719","n/e"
"14.12.2021 02:15 - 14.12.2021 02:30","0","0","n/e","1071","1071","n/e","1739","1739","n/e"
"14.12.2021 02:30 - 14.12.2021 02:45","0","0","n/e","1085","1085","n/e","1745","1745","n/e"
"14.12.2021 02:45 - 14.12.2021 03:00","0","0","n/e","1098","1098","n/e","1752","1752","n/e"
"14.12.2021 03:00 - 14.12.2021 03:15","0","0","n/e","1112","1112","n/e","1759","1759","n/e"
"14.12.2021 03:15 - 14.12.2021 03:30","0","0","n/e","1125","1125","n/e","1761","1761","n/e"
"14.12.2021 03:30 - 14.12.2021 03:45","0","0","n/e","1137","1137","n/e","1760","1760","n/e"
"14.12.2021 03:45 - 14.12.2021 04:00","0","0","n/e","1150","1150","n/e","1757","1757","n/e"
"14.12.2021 04:00 - 14.12.2021 04:15","0","0","n/e","1162","1162","n/e","1756","1756","n/e"
"14.12.2021 04:15 - 14.12.2021 04:30","0","0","n/e","1168","1168","n/e","1756","1756","n/e"
"14.12.2021 04:30 - 14.12.2021 04:45","0","0","n/e","1169","1169","n/e","1762","1762","n/e"
"14.12.2021 04:45 - 14.12.2021 05:00","0","0","n/e","1170","1170","n/e","1764","1764","n/e"
"14.12.2021 05:00 - 14.12.2021 05:15","0","0","n/e","1171","1171","n/e","1770","1770","n/e"
"14.12.2021 05:15 - 14.12.2021 05:30","0","0","n/e","1172","1172","n/e","1769","1769","n/e"
"14.12.2021 05:30 - 14.12.2021 05:45","0","0","n/e","1172","1172","n/e","1769","1769","n/e"
"14.12.2021 05:45 - 14.12.2021 06:00","0","0","n/e","1173","1173","n/e","1766","1766","n/e"
"14.12.2021 06:00 - 14.12.2021 06:15","0","0","n/e","1173","1173","n/e","1765","1765","n/e"
"14.12.2021 06:15 - 14.12.2021 06:30","0","0","n/e","1172","1172","n/e","1744","1744","n/e"
"14.12.2021 06:30 - 14.12.2021 06:45","0","0","n/e","1168","1168","n/e","1707","1707","n/e"
"14.12.2021 06:45 - 14.12.2021 07:00","0","0","n/e","1164","1164","n/e","1670","1670","n/e"
"14.12.2021 07:00 - 14.12.2021 07:15","0","0","n/e","1160","1160","n/e","1633","1633","n/e"
"14.12.2021 07:15 - 14.12.2021 07:30","0","0","n/e","1146","1146","n/e","1589","1589","n/e"
"14.12.2021 07:30 - 14.12.2021 07:45","0","0","n/e","1121","1121","n/e","1543","1543","n/e"
"14.12.2021 07:45 - 14.12.2021 08:00","0","0","n/e","1096","1096","n/e","1494","1494","n/e"
"14.12.2021 08:00 - 14.12.2021 08:15","0","0","n/e","1071","1071","n/e","1446","1446","n/e"
"14.12.2021 08:15 - 14.12.2021 08:30","0","0","n/e","1040","1040","n/e","1399","1399","n/e"
"14.12.2021 08:30 - 14.12.2021 08:45","0","0","n/e","1002","1002","n/e","1349","1349","n/e"
"14.12.2021 08:45 - 14.12.2021 09:00","3","3","n/e","964","964","n/e","1300","1300","n/e"
"14.12.2021 09:00 - 14.12.2021 09:15","3","3","n/e","927","927","n/e","1252","1252","n/e"
"14.12.2021 09:15 - 14.12.2021 09:30","14","14","n/e","891","891","n/e","1208","1208","n/e"
"14.12.2021 09:30 - 14.12.2021 09:45","26","26","n/e","856","856","n/e","1166","1166","n/e"
"14.12.2021 09:45 - 14.12.2021 10:00","36","36","n/e","822","822","n/e","1127","1127","n/e"
"14.12.2021 10:00 - 14.12.2021 10:15","47","47","n/e","787","787","n/e","1087","1087","n/e"
"14.12.2021 10:15 - 14.12.2021 10:30","58","58","n/e","741","741","n/e","1034","1034","n/e"
"14.12.2021 10:30 - 14.12.2021 10:45","68","68","n/e","682","682","n/e","968","968","n/e"
"14.12.2021 10:45 - 14.12.2021 11:00","76","76","n/e","623","623","n/e","903","903","n/e"
"14.12.2021 11:00 - 14.12.2021 11:15","85","85","n/e","565","565","n/e","840","840","n/e"
"14.12.2021 11:15 - 14.12.2021 11:30","93","93","n/e","519","519","n/e","781","781","n/e"
"14.12.2021 11:30 - 14.12.2021 11:45","101","101","n/e","485","485","n/e","733","733","n/e"
"14.12.2021 11:45 - 14.12.2021 12:00","108","108","n/e","452","452","n/e","683","683","n/e"
"14.12.2021 12:00 - 14.12.2021 12:15","115","115","n/e","418","418","n/e","635","635","n/e"
"14.12.2021 12:15 - 14.12.2021 12:30","119","119","n/e","391","391","n/e","592","592","n/e"
"14.12.2021 12:30 - 14.12.2021 12:45","124","124","n/e","371","371","n/e","556","556","n/e"
"14.12.2021 12:45 - 14.12.2021 13:00","128","128","n/e","350","350","n/e","520","520","n/e"
"14.12.2021 13:00 - 14.12.2021 13:15","133","133","n/e","330","330","n/e","486","486","n/e"
"14.12.2021 13:15 - 14.12.2021 13:30","130","130","n/e","314","314","n/e","459","459","n/e"
"14.12.2021 13:30 - 14.12.2021 13:45","130","130","n/e","304","304","n/e","440","440","n/e"
"14.12.2021 13:45 - 14.12.2021 14:00","125","125","n/e","294","294","n/e","422","422","n/e"
"14.12.2021 14:00 - 14.12.2021 14:15","125","125","n/e","283","283","n/e","404","404","n/e"
"14.12.2021 14:15 - 14.12.2021 14:30","117","117","n/e","274","274","n/e","386","386","n/e"
"14.12.2021 14:30 - 14.12.2021 14:45","107","107","n/e","266","266","n/e","371","371","n/e"
"14.12.2021 14:45 - 14.12.2021 15:00","98","98","n/e","258","258","n/e","355","355","n/e"
"14.12.2021 15:00 - 14.12.2021 15:15","89","89","n/e","250","250","n/e","340","340","n/e"
"14.12.2021 15:15 - 14.12.2021 15:30","76","76","n/e","242","242","n/e","324","324","n/e"
"14.12.2021 15:30 - 14.12.2021 15:45","62","62","n/e","235","235","n/e","314","314","n/e"
"14.12.2021 15:45 - 14.12.2021 16:00","49","49","n/e","227","227","n/e","304","304","n/e"
"14.12.2021 16:00 - 14.12.2021 16:15","34","34","n/e","220","220","n/e","290","290","n/e"
"14.12.2021 16:15 - 14.12.2021 16:30","26","26","n/e","220","220","n/e","285","285","n/e"
"14.12.2021 16:30 - 14.12.2021 16:45","19","19","n/e","227","227","n/e","286","286","n/e"
"14.12.2021 16:45 - 14.12.2021 17:00","11","11","n/e","233","233","n/e","286","286","n/e"
"14.12.2021 17:00 - 14.12.2021 17:15","4","4","n/e","240","240","n/e","284","284","n/e"
"14.12.2021 17:15 - 14.12.2021 17:30","3","3","n/e","247","247","n/e","289","289","n/e"
"14.12.2021 17:30 - 14.12.2021 17:45","1","1","n/e","254","254","n/e","302","302","n/e"
"14.12.2021 17:45 - 14.12.2021 18:00","0","0","n/e","261","261","n/e","311","311","n/e"
"14.12.2021 18:00 - 14.12.2021 18:15","0","0","n/e","268","268","n/e","321","321","n/e"
"14.12.2021 18:15 - 14.12.2021 18:30","0","0","n/e","280","280","n/e","335","335","n/e"
"14.12.2021 18:30 - 14.12.2021 18:45","0","0","n/e","296","296","n/e","350","350","n/e"
"14.12.2021 18:45 - 14.12.2021 19:00","0","0","n/e","312","312","n/e","365","365","n/e"
"14.12.2021 19:00 - 14.12.2021 19:15","0","0","n/e","328","328","n/e","380","380","n/e"
"14.12.2021 19:15 - 14.12.2021 19:30","0","0","n/e","340","340","n/e","394","394","n/e"
"14.12.2021 19:30 - 14.12.2021 19:45","0","0","n/e","349","349","n/e","409","409","n/e"
"14.12.2021 19:45 - 14.12.2021 20:00","0","0","n/e","357","357","n/e","422","422","n/e"
"14.12.2021 20:00 - 14.12.2021 20:15","0","0","n/e","366","366","n/e","436","436","n/e"
"14.12.2021 20:15 - 14.12.2021 20:30","0","0","n/e","377","377","n/e","459","459","n/e"
"14.12.2021 20:30 - 14.12.2021 20:45","0","0","n/e","389","389","n/e","490","490","n/e"
"14.12.2021 20:45 - 14.12.2021 21:00","0","0","n/e","401","401","n/e","522","522","n/e"
"14.12.2021 21:00 - 14.12.2021 21:15","0","0","n/e","414","414","n/e","553","553","n/e"
"14.12.2021 21:15 - 14.12.2021 21:30","0","0","n/e","423","423","n/e","585","585","n/e"
"14.12.2021 21:30 - 14.12.2021 21:45","0","0","n/e","428","428","n/e","619","619","n/e"
"14.12.2021 21:45 - 14.12.2021 22:00","0","0","n/e","433","433","n/e","650","650","n/e"
"14.12.2021 22:00 - 14.12.2021 22:15","0","0","n/e","439","439","n/e","683","683","n/e"
"14.12.2021 22:15 - 14.12.2021 22:30","0","0","n/e","440","440","n/e","706","706","n/e"
"14.12.2021 22:30 - 14.12.2021 22:45","0","0","n/e","437","437","n/e","719","719","n/e"
"14.12.2021 22:45 - 14.12.2021 23:00","0","0","n/e","434","434","n/e","733","733","n/e"
"14.12.2021 23:00 - 14.12.2021 23:15","0","0","n/e","431","431","n/e","746","746","n/e"
"14.12.2021 23:15 - 14.12.2021 23:30","0","0","n/e","454","454","n/e","757","757","n/e"
"14.12.2021 23:30 - 14.12.2021 23:45","0","0","n/e","503","503","n/e","769","769","n/e"
