"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|NL","Actual Total Load [MW] - BZN|NL"
"25.11.2021 07:45 - 25.11.2021 08:00","14895","15207"
"25.11.2021 08:00 - 25.11.2021 08:15","15093","15462"
"25.11.2021 08:15 - 25.11.2021 08:30","15193","15546"
"25.11.2021 08:30 - 25.11.2021 08:45","15308","15748"
"25.11.2021 08:45 - 25.11.2021 09:00","15392","15926"
"25.11.2021 09:00 - 25.11.2021 09:15","15388","15877"
"25.11.2021 09:15 - 25.11.2021 09:30","15316","15805"
"25.11.2021 09:30 - 25.11.2021 09:45","15233","15779"
"25.11.2021 09:45 - 25.11.2021 10:00","15073","15835"
"25.11.2021 10:00 - 25.11.2021 10:15","14966","15874"
"25.11.2021 10:15 - 25.11.2021 10:30","14863","15918"
"25.11.2021 10:30 - 25.11.2021 10:45","14726","15818"
"25.11.2021 10:45 - 25.11.2021 11:00","14639","15673"
"25.11.2021 11:00 - 25.11.2021 11:15","15045","15477"
"25.11.2021 11:15 - 25.11.2021 11:30","15096","15380"
"25.11.2021 11:30 - 25.11.2021 11:45","14328","15310"
"25.11.2021 11:45 - 25.11.2021 12:00","14246","15315"
"25.11.2021 12:00 - 25.11.2021 12:15","14162","15340"
"25.11.2021 12:15 - 25.11.2021 12:30","14108","15185"
"25.11.2021 12:30 - 25.11.2021 12:45","14023","15058"
"25.11.2021 12:45 - 25.11.2021 13:00","14021","14968"
"25.11.2021 13:00 - 25.11.2021 13:15","14152","14930"
"25.11.2021 13:15 - 25.11.2021 13:30","14270","14945"
"25.11.2021 13:30 - 25.11.2021 13:45","14314","14924"
"25.11.2021 13:45 - 25.11.2021 14:00","14345","14830"
"25.11.2021 14:00 - 25.11.2021 14:15","14468","14776"
"25.11.2021 14:15 - 25.11.2021 14:30","14622","14802"
"25.11.2021 14:30 - 25.11.2021 14:45","14797","14849"
"25.11.2021 14:45 - 25.11.2021 15:00","14957","14979"
"25.11.2021 15:00 - 25.11.2021 15:15","15102","15084"
"25.11.2021 15:15 - 25.11.2021 15:30","15262","15240"
"25.11.2021 15:30 - 25.11.2021 15:45","15458","15420"
"25.11.2021 15:45 - 25.11.2021 16:00","15614","15553"
"25.11.2021 16:00 - 25.11.2021 16:15","15690","15492"
"25.11.2021 16:15 - 25.11.2021 16:30","15721","15656"
"25.11.2021 16:30 - 25.11.2021 16:45","15829","15855"
"25.11.2021 16:45 - 25.11.2021 17:00","16023","16261"
"25.11.2021 17:00 - 25.11.2021 17:15","16108","16633"
"25.11.2021 17:15 - 25.11.2021 17:30","16249","16866"
"25.11.2021 17:30 - 25.11.2021 17:45","16407","16999"
"25.11.2021 17:45 - 25.11.2021 18:00","16410","16984"
"25.11.2021 18:00 - 25.11.2021 18:15","16224","16620"
"25.11.2021 18:15 - 25.11.2021 18:30","15949","16402"
"25.11.2021 18:30 - 25.11.2021 18:45","15780","16257"
"25.11.2021 18:45 - 25.11.2021 19:00","15688","16119"
"25.11.2021 19:00 - 25.11.2021 19:15","15554","15935"
"25.11.2021 19:15 - 25.11.2021 19:30","15443","15781"
"25.11.2021 19:30 - 25.11.2021 19:45","15304","15601"
"25.11.2021 19:45 - 25.11.2021 20:00","15169","15506"
"25.11.2021 20:00 - 25.11.2021 20:15","14977","15245"
"25.11.2021 20:15 - 25.11.2021 20:30","14784","14986"
"25.11.2021 20:30 - 25.11.2021 20:45","14613","14776"
"25.11.2021 20:45 - 25.11.2021 21:00","14426","14620"
"25.11.2021 21:00 - 25.11.2021 21:15","14220","14409"
"25.11.2021 21:15 - 25.11.2021 21:30","14039","14269"
"25.11.2021 21:30 - 25.11.2021 21:45","13819","14043"
"25.11.2021 21:45 - 25.11.2021 22:00","13598","13818"
"25.11.2021 22:00 - 25.11.2021 22:15","13402","13552"
"25.11.2021 22:15 - 25.11.2021 22:30","13243","13318"
"25.11.2021 22:30 - 25.11.2021 22:45","13050","13081"
"25.11.2021 22:45 - 25.11.2021 23:00","12844","12881"
"25.11.2021 23:00 - 25.11.2021 23:15","12700","12760"
"25.11.2021 23:15 - 25.11.2021 23:30","12583","12571"
"25.11.2021 23:30 - 25.11.2021 23:45","12421","12360"
"25.11.2021 23:45 - 26.11.2021 00:00","12227","12110"
"26.11.2021 00:00 - 26.11.2021 00:15","12126","12020"
"26.11.2021 00:15 - 26.11.2021 00:30","12087","11968"
"26.11.2021 00:30 - 26.11.2021 00:45","12007","11837"
"26.11.2021 00:45 - 26.11.2021 01:00","11894","11656"
"26.11.2021 01:00 - 26.11.2021 01:15","11771","11480"
"26.11.2021 01:15 - 26.11.2021 01:30","11678","11414"
"26.11.2021 01:30 - 26.11.2021 01:45","11599","11308"
"26.11.2021 01:45 - 26.11.2021 02:00","11508","11206"
"26.11.2021 02:00 - 26.11.2021 02:15","11460","11132"
"26.11.2021 02:15 - 26.11.2021 02:30","11430","11102"
"26.11.2021 02:30 - 26.11.2021 02:45","11360","11100"
"26.11.2021 02:45 - 26.11.2021 03:00","11319","11072"
"26.11.2021 03:00 - 26.11.2021 03:15","11302","11026"
"26.11.2021 03:15 - 26.11.2021 03:30","11294","11022"
"26.11.2021 03:30 - 26.11.2021 03:45","11294","10984"
"26.11.2021 03:45 - 26.11.2021 04:00","11258","10936"
"26.11.2021 04:00 - 26.11.2021 04:15","11258","10999"
"26.11.2021 04:15 - 26.11.2021 04:30","11261","11028"
"26.11.2021 04:30 - 26.11.2021 04:45","11257","11090"
"26.11.2021 04:45 - 26.11.2021 05:00","11277","11152"
"26.11.2021 05:00 - 26.11.2021 05:15","11345","11348"
"26.11.2021 05:15 - 26.11.2021 05:30","11467","11425"
"26.11.2021 05:30 - 26.11.2021 05:45","11600","11538"
"26.11.2021 05:45 - 26.11.2021 06:00","11765","11707"
"26.11.2021 06:00 - 26.11.2021 06:15","12020","12060"
"26.11.2021 06:15 - 26.11.2021 06:30","12347","12295"
"26.11.2021 06:30 - 26.11.2021 06:45","12673","12646"
"26.11.2021 06:45 - 26.11.2021 07:00","13013","13048"
"26.11.2021 07:00 - 26.11.2021 07:15","13431","13518"
"26.11.2021 07:15 - 26.11.2021 07:30","13892","14005"
"26.11.2021 07:30 - 26.11.2021 07:45","14307","14476"
"26.11.2021 07:45 - 26.11.2021 08:00","14644","14843"
"26.11.2021 08:00 - 26.11.2021 08:15","14872","15128"
"26.11.2021 08:15 - 26.11.2021 08:30","15001","15208"
"26.11.2021 08:30 - 26.11.2021 08:45","15073","15405"
"26.11.2021 08:45 - 26.11.2021 09:00","15111","15539"
"26.11.2021 09:00 - 26.11.2021 09:15","15045","15587"
"26.11.2021 09:15 - 26.11.2021 09:30","14913","15520"
"26.11.2021 09:30 - 26.11.2021 09:45","14777","15480"
"26.11.2021 09:45 - 26.11.2021 10:00","14598","15464"
"26.11.2021 10:00 - 26.11.2021 10:15","14427","15390"
"26.11.2021 10:15 - 26.11.2021 10:30","14248","15337"
"26.11.2021 10:30 - 26.11.2021 10:45","14084","15256"
"26.11.2021 10:45 - 26.11.2021 11:00","13941","15230"
"26.11.2021 11:00 - 26.11.2021 11:15","13945","15197"
"26.11.2021 11:15 - 26.11.2021 11:30","13872","15184"
"26.11.2021 11:30 - 26.11.2021 11:45","13516","15139"
"26.11.2021 11:45 - 26.11.2021 12:00","13389","15162"
"26.11.2021 12:00 - 26.11.2021 12:15","13364","15187"
"26.11.2021 12:15 - 26.11.2021 12:30","13377","15167"
"26.11.2021 12:30 - 26.11.2021 12:45","13432","15186"
"26.11.2021 12:45 - 26.11.2021 13:00","13524","15302"
"26.11.2021 13:00 - 26.11.2021 13:15","13684","15501"
"26.11.2021 13:15 - 26.11.2021 13:30","13882","15745"
"26.11.2021 13:30 - 26.11.2021 13:45","13991","15846"
"26.11.2021 13:45 - 26.11.2021 14:00","14036","15852"
"26.11.2021 14:00 - 26.11.2021 14:15","14104","15916"
"26.11.2021 14:15 - 26.11.2021 14:30","14222","16001"
"26.11.2021 14:30 - 26.11.2021 14:45","14304","16050"
"26.11.2021 14:45 - 26.11.2021 15:00","14381","16084"
"26.11.2021 15:00 - 26.11.2021 15:15","14462","16092"
"26.11.2021 15:15 - 26.11.2021 15:30","14616","16179"
"26.11.2021 15:30 - 26.11.2021 15:45","14763","16170"
"26.11.2021 15:45 - 26.11.2021 16:00","14879","16286"
"26.11.2021 16:00 - 26.11.2021 16:15","14941","16199"
"26.11.2021 16:15 - 26.11.2021 16:30","15077","16214"
"26.11.2021 16:30 - 26.11.2021 16:45","15280","16374"
"26.11.2021 16:45 - 26.11.2021 17:00","15462","16608"
"26.11.2021 17:00 - 26.11.2021 17:15","15626","16651"
"26.11.2021 17:15 - 26.11.2021 17:30","15826","16779"
"26.11.2021 17:30 - 26.11.2021 17:45","16001","16734"
"26.11.2021 17:45 - 26.11.2021 18:00","15999","16654"
"26.11.2021 18:00 - 26.11.2021 18:15","15820","16346"
"26.11.2021 18:15 - 26.11.2021 18:30","15564","16085"
"26.11.2021 18:30 - 26.11.2021 18:45","15336","15924"
"26.11.2021 18:45 - 26.11.2021 19:00","15190","15791"
"26.11.2021 19:00 - 26.11.2021 19:15","15066","15452"
"26.11.2021 19:15 - 26.11.2021 19:30","14924","15289"
"26.11.2021 19:30 - 26.11.2021 19:45","14808","15271"
"26.11.2021 19:45 - 26.11.2021 20:00","14729","15186"
"26.11.2021 20:00 - 26.11.2021 20:15","14580","15024"
"26.11.2021 20:15 - 26.11.2021 20:30","14416","14795"
"26.11.2021 20:30 - 26.11.2021 20:45","14243","14581"
"26.11.2021 20:45 - 26.11.2021 21:00","14026","14337"
"26.11.2021 21:00 - 26.11.2021 21:15","13777","14048"
"26.11.2021 21:15 - 26.11.2021 21:30","13586","13954"
"26.11.2021 21:30 - 26.11.2021 21:45","13392","13784"
"26.11.2021 21:45 - 26.11.2021 22:00","13204","13577"
"26.11.2021 22:00 - 26.11.2021 22:15","13016","13350"
"26.11.2021 22:15 - 26.11.2021 22:30","12843","13166"
"26.11.2021 22:30 - 26.11.2021 22:45","12655","12944"
"26.11.2021 22:45 - 26.11.2021 23:00","12462","12771"
"26.11.2021 23:00 - 26.11.2021 23:15","12356","12663"
"26.11.2021 23:15 - 26.11.2021 23:30","12287","12514"
"26.11.2021 23:30 - 26.11.2021 23:45","12158","12296"
"26.11.2021 23:45 - 27.11.2021 00:00","11991","12093"
"27.11.2021 00:00 - 27.11.2021 00:15","12074","11896"
"27.11.2021 00:15 - 27.11.2021 00:30","12052","11738"
"27.11.2021 00:30 - 27.11.2021 00:45","12008","11567"
"27.11.2021 00:45 - 27.11.2021 01:00","11896","11437"
"27.11.2021 01:00 - 27.11.2021 01:15","11790","11434"
"27.11.2021 01:15 - 27.11.2021 01:30","11721","11321"
"27.11.2021 01:30 - 27.11.2021 01:45","11674","11165"
"27.11.2021 01:45 - 27.11.2021 02:00","11590","11106"
"27.11.2021 02:00 - 27.11.2021 02:15","11522","11059"
"27.11.2021 02:15 - 27.11.2021 02:30","11489","10909"
"27.11.2021 02:30 - 27.11.2021 02:45","11454","10839"
"27.11.2021 02:45 - 27.11.2021 03:00","11406","10834"
"27.11.2021 03:00 - 27.11.2021 03:15","11381","10880"
"27.11.2021 03:15 - 27.11.2021 03:30","11382","10947"
"27.11.2021 03:30 - 27.11.2021 03:45","11375","10996"
"27.11.2021 03:45 - 27.11.2021 04:00","11359","10953"
"27.11.2021 04:00 - 27.11.2021 04:15","11357","10943"
"27.11.2021 04:15 - 27.11.2021 04:30","11390","10928"
"27.11.2021 04:30 - 27.11.2021 04:45","11413","10926"
"27.11.2021 04:45 - 27.11.2021 05:00","11438","10939"
"27.11.2021 05:00 - 27.11.2021 05:15","11459","10991"
"27.11.2021 05:15 - 27.11.2021 05:30","11503","11039"
"27.11.2021 05:30 - 27.11.2021 05:45","11583","11108"
"27.11.2021 05:45 - 27.11.2021 06:00","11653","11198"
"27.11.2021 06:00 - 27.11.2021 06:15","11737","11387"
"27.11.2021 06:15 - 27.11.2021 06:30","11860","11533"
"27.11.2021 06:30 - 27.11.2021 06:45","11983","11684"
"27.11.2021 06:45 - 27.11.2021 07:00","12123","11843"
"27.11.2021 07:00 - 27.11.2021 07:15","12265","12051"
"27.11.2021 07:15 - 27.11.2021 07:30","12408","12185"
"27.11.2021 07:30 - 27.11.2021 07:45","12539","12473"
"27.11.2021 07:45 - 27.11.2021 08:00","12677","12876"
"27.11.2021 08:00 - 27.11.2021 08:15","12806","13050"
"27.11.2021 08:15 - 27.11.2021 08:30","12950","13154"
"27.11.2021 08:30 - 27.11.2021 08:45","13135","13290"
"27.11.2021 08:45 - 27.11.2021 09:00","13313","13505"
"27.11.2021 09:00 - 27.11.2021 09:15","13434","13641"
"27.11.2021 09:15 - 27.11.2021 09:30","13504","13694"
"27.11.2021 09:30 - 27.11.2021 09:45","13554","13728"
"27.11.2021 09:45 - 27.11.2021 10:00","13573","13800"
"27.11.2021 10:00 - 27.11.2021 10:15","13553","13793"
"27.11.2021 10:15 - 27.11.2021 10:30","13495","13816"
"27.11.2021 10:30 - 27.11.2021 10:45","13433","13818"
"27.11.2021 10:45 - 27.11.2021 11:00","13380","13775"
"27.11.2021 11:00 - 27.11.2021 11:15","13336","13713"
"27.11.2021 11:15 - 27.11.2021 11:30","13290","13685"
"27.11.2021 11:30 - 27.11.2021 11:45","13220","13667"
"27.11.2021 11:45 - 27.11.2021 12:00","13229","13703"
"27.11.2021 12:00 - 27.11.2021 12:15","13267","13806"
"27.11.2021 12:15 - 27.11.2021 12:30","13231","13812"
"27.11.2021 12:30 - 27.11.2021 12:45","13173","13751"
"27.11.2021 12:45 - 27.11.2021 13:00","13151","13747"
"27.11.2021 13:00 - 27.11.2021 13:15","13157","13711"
"27.11.2021 13:15 - 27.11.2021 13:30","13133","13744"
"27.11.2021 13:30 - 27.11.2021 13:45","13101","13752"
"27.11.2021 13:45 - 27.11.2021 14:00","13158","13735"
"27.11.2021 14:00 - 27.11.2021 14:15","13186","13778"
"27.11.2021 14:15 - 27.11.2021 14:30","13252","13852"
"27.11.2021 14:30 - 27.11.2021 14:45","13328","13971"
"27.11.2021 14:45 - 27.11.2021 15:00","13410","14027"
"27.11.2021 15:00 - 27.11.2021 15:15","13513","14070"
"27.11.2021 15:15 - 27.11.2021 15:30","13510","14060"
"27.11.2021 15:30 - 27.11.2021 15:45","13530","14074"
"27.11.2021 15:45 - 27.11.2021 16:00","13635","14207"
"27.11.2021 16:00 - 27.11.2021 16:15","13654","14207"
"27.11.2021 16:15 - 27.11.2021 16:30","13700","14291"
"27.11.2021 16:30 - 27.11.2021 16:45","13873","14544"
"27.11.2021 16:45 - 27.11.2021 17:00","14016","14848"
"27.11.2021 17:00 - 27.11.2021 17:15","14079","15024"
"27.11.2021 17:15 - 27.11.2021 17:30","14101","15169"
"27.11.2021 17:30 - 27.11.2021 17:45","14291","15261"
"27.11.2021 17:45 - 27.11.2021 18:00","14363","15263"
"27.11.2021 18:00 - 27.11.2021 18:15","14267","15132"
"27.11.2021 18:15 - 27.11.2021 18:30","14088","15016"
"27.11.2021 18:30 - 27.11.2021 18:45","13922","14835"
"27.11.2021 18:45 - 27.11.2021 19:00","13767","14699"
"27.11.2021 19:00 - 27.11.2021 19:15","13669","14598"
"27.11.2021 19:15 - 27.11.2021 19:30","13508","14482"
"27.11.2021 19:30 - 27.11.2021 19:45","13321","14297"
"27.11.2021 19:45 - 27.11.2021 20:00","13213","14212"
"27.11.2021 20:00 - 27.11.2021 20:15","13162","14054"
"27.11.2021 20:15 - 27.11.2021 20:30","13134","13908"
"27.11.2021 20:30 - 27.11.2021 20:45","13060","13708"
"27.11.2021 20:45 - 27.11.2021 21:00","12919","13498"
"27.11.2021 21:00 - 27.11.2021 21:15","12848","13345"
"27.11.2021 21:15 - 27.11.2021 21:30","12854","13181"
"27.11.2021 21:30 - 27.11.2021 21:45","12795","13021"
"27.11.2021 21:45 - 27.11.2021 22:00","12678","12865"
"27.11.2021 22:00 - 27.11.2021 22:15","12543","12734"
"27.11.2021 22:15 - 27.11.2021 22:30","12424","12641"
"27.11.2021 22:30 - 27.11.2021 22:45","12298","12491"
"27.11.2021 22:45 - 27.11.2021 23:00","12147","12305"
"27.11.2021 23:00 - 27.11.2021 23:15","12069","12183"
"27.11.2021 23:15 - 27.11.2021 23:30","12040","12070"
"27.11.2021 23:30 - 27.11.2021 23:45","11942","11911"
"27.11.2021 23:45 - 28.11.2021 00:00","11803","11704"
"28.11.2021 00:00 - 28.11.2021 00:15","11734","11617"
"28.11.2021 00:15 - 28.11.2021 00:30","11677","11476"
"28.11.2021 00:30 - 28.11.2021 00:45","11600","11327"
"28.11.2021 00:45 - 28.11.2021 01:00","11475","11178"
"28.11.2021 01:00 - 28.11.2021 01:15","11377","11096"
"28.11.2021 01:15 - 28.11.2021 01:30","11343","11040"
"28.11.2021 01:30 - 28.11.2021 01:45","11291","10947"
"28.11.2021 01:45 - 28.11.2021 02:00","11222","10835"
"28.11.2021 02:00 - 28.11.2021 02:15","11173","10768"
"28.11.2021 02:15 - 28.11.2021 02:30","11138","10715"
"28.11.2021 02:30 - 28.11.2021 02:45","11123","10647"
"28.11.2021 02:45 - 28.11.2021 03:00","11091","10573"
"28.11.2021 03:00 - 28.11.2021 03:15","11076","10604"
"28.11.2021 03:15 - 28.11.2021 03:30","11067","10554"
"28.11.2021 03:30 - 28.11.2021 03:45","11079","10547"
"28.11.2021 03:45 - 28.11.2021 04:00","11068","10462"
"28.11.2021 04:00 - 28.11.2021 04:15","11051","10525"
"28.11.2021 04:15 - 28.11.2021 04:30","11049","10529"
"28.11.2021 04:30 - 28.11.2021 04:45","11045","10498"
"28.11.2021 04:45 - 28.11.2021 05:00","11040","10465"
"28.11.2021 05:00 - 28.11.2021 05:15","11068","10423"
"28.11.2021 05:15 - 28.11.2021 05:30","11112","10503"
"28.11.2021 05:30 - 28.11.2021 05:45","11137","10497"
"28.11.2021 05:45 - 28.11.2021 06:00","11144","10616"
"28.11.2021 06:00 - 28.11.2021 06:15","11180","10723"
"28.11.2021 06:15 - 28.11.2021 06:30","11211","10718"
"28.11.2021 06:30 - 28.11.2021 06:45","11226","10799"
"28.11.2021 06:45 - 28.11.2021 07:00","11294","10977"
"28.11.2021 07:00 - 28.11.2021 07:15","11369","11081"
"28.11.2021 07:15 - 28.11.2021 07:30","11513","11229"
"28.11.2021 07:30 - 28.11.2021 07:45","11674","11409"
"28.11.2021 07:45 - 28.11.2021 08:00","11786","11617"
"28.11.2021 08:00 - 28.11.2021 08:15","11886","11760"
"28.11.2021 08:15 - 28.11.2021 08:30","12004","11868"
"28.11.2021 08:30 - 28.11.2021 08:45","12142","11947"
"28.11.2021 08:45 - 28.11.2021 09:00","12239","12092"
"28.11.2021 09:00 - 28.11.2021 09:15","12312","12199"
"28.11.2021 09:15 - 28.11.2021 09:30","12350","12300"
"28.11.2021 09:30 - 28.11.2021 09:45","12338","12362"
"28.11.2021 09:45 - 28.11.2021 10:00","12282","12440"
"28.11.2021 10:00 - 28.11.2021 10:15","12195","12612"
"28.11.2021 10:15 - 28.11.2021 10:30","12019","12563"
"28.11.2021 10:30 - 28.11.2021 10:45","11904","12665"
"28.11.2021 10:45 - 28.11.2021 11:00","11842","12697"
"28.11.2021 11:00 - 28.11.2021 11:15","11780","12735"
"28.11.2021 11:15 - 28.11.2021 11:30","11721","12807"
"28.11.2021 11:30 - 28.11.2021 11:45","11587","12842"
"28.11.2021 11:45 - 28.11.2021 12:00","11509","12881"
"28.11.2021 12:00 - 28.11.2021 12:15","11474","12882"
"28.11.2021 12:15 - 28.11.2021 12:30","11391","13006"
"28.11.2021 12:30 - 28.11.2021 12:45","11379","13089"
"28.11.2021 12:45 - 28.11.2021 13:00","11439","13134"
"28.11.2021 13:00 - 28.11.2021 13:15","11465","13206"
"28.11.2021 13:15 - 28.11.2021 13:30","11555","13295"
"28.11.2021 13:30 - 28.11.2021 13:45","11613","13293"
"28.11.2021 13:45 - 28.11.2021 14:00","11596","13345"
"28.11.2021 14:00 - 28.11.2021 14:15","11650","13338"
"28.11.2021 14:15 - 28.11.2021 14:30","11783","13202"
"28.11.2021 14:30 - 28.11.2021 14:45","11933","13192"
"28.11.2021 14:45 - 28.11.2021 15:00","12098","13232"
"28.11.2021 15:00 - 28.11.2021 15:15","12223","13215"
"28.11.2021 15:15 - 28.11.2021 15:30","12352","13308"
"28.11.2021 15:30 - 28.11.2021 15:45","12537","13457"
"28.11.2021 15:45 - 28.11.2021 16:00","12696","13561"
"28.11.2021 16:00 - 28.11.2021 16:15","12859","13609"
"28.11.2021 16:15 - 28.11.2021 16:30","13051","13738"
"28.11.2021 16:30 - 28.11.2021 16:45","13336","14075"
"28.11.2021 16:45 - 28.11.2021 17:00","13556","14472"
"28.11.2021 17:00 - 28.11.2021 17:15","13770","14700"
"28.11.2021 17:15 - 28.11.2021 17:30","13997","14877"
"28.11.2021 17:30 - 28.11.2021 17:45","14343","15064"
"28.11.2021 17:45 - 28.11.2021 18:00","14515","15066"
"28.11.2021 18:00 - 28.11.2021 18:15","14470","14885"
"28.11.2021 18:15 - 28.11.2021 18:30","14293","14723"
"28.11.2021 18:30 - 28.11.2021 18:45","14156","14518"
"28.11.2021 18:45 - 28.11.2021 19:00","14026","14404"
"28.11.2021 19:00 - 28.11.2021 19:15","13951","14277"
"28.11.2021 19:15 - 28.11.2021 19:30","13806","14170"
"28.11.2021 19:30 - 28.11.2021 19:45","13680","14015"
"28.11.2021 19:45 - 28.11.2021 20:00","13598","13932"
"28.11.2021 20:00 - 28.11.2021 20:15","13576","13849"
"28.11.2021 20:15 - 28.11.2021 20:30","13544","13742"
"28.11.2021 20:30 - 28.11.2021 20:45","13412","13519"
"28.11.2021 20:45 - 28.11.2021 21:00","13268","13367"
"28.11.2021 21:00 - 28.11.2021 21:15","13208","13198"
"28.11.2021 21:15 - 28.11.2021 21:30","13171","13061"
"28.11.2021 21:30 - 28.11.2021 21:45","13106","12903"
"28.11.2021 21:45 - 28.11.2021 22:00","12998","12748"
"28.11.2021 22:00 - 28.11.2021 22:15","12913","12695"
"28.11.2021 22:15 - 28.11.2021 22:30","12793","12528"
"28.11.2021 22:30 - 28.11.2021 22:45","12648","12395"
"28.11.2021 22:45 - 28.11.2021 23:00","12499","12159"
"28.11.2021 23:00 - 28.11.2021 23:15","12364","11975"
"28.11.2021 23:15 - 28.11.2021 23:30","12253","11835"
"28.11.2021 23:30 - 28.11.2021 23:45","12101","11675"
"28.11.2021 23:45 - 29.11.2021 00:00","11960","11507"
"29.11.2021 00:00 - 29.11.2021 00:15","11901","11363"
"29.11.2021 00:15 - 29.11.2021 00:30","11900","11302"
"29.11.2021 00:30 - 29.11.2021 00:45","11917","11176"
"29.11.2021 00:45 - 29.11.2021 01:00","11861","11087"
"29.11.2021 01:00 - 29.11.2021 01:15","11790","11050"
"29.11.2021 01:15 - 29.11.2021 01:30","11750","10982"
"29.11.2021 01:30 - 29.11.2021 01:45","11714","10965"
"29.11.2021 01:45 - 29.11.2021 02:00","11642","10961"
"29.11.2021 02:00 - 29.11.2021 02:15","11597","10925"
"29.11.2021 02:15 - 29.11.2021 02:30","11621","10848"
"29.11.2021 02:30 - 29.11.2021 02:45","11655","10772"
"29.11.2021 02:45 - 29.11.2021 03:00","11654","10811"
"29.11.2021 03:00 - 29.11.2021 03:15","11660","10882"
"29.11.2021 03:15 - 29.11.2021 03:30","11697","10823"
"29.11.2021 03:30 - 29.11.2021 03:45","11713","10690"
"29.11.2021 03:45 - 29.11.2021 04:00","11720","10628"
"29.11.2021 04:00 - 29.11.2021 04:15","11735","10679"
"29.11.2021 04:15 - 29.11.2021 04:30","11783","10793"
"29.11.2021 04:30 - 29.11.2021 04:45","11809","10861"
"29.11.2021 04:45 - 29.11.2021 05:00","11856","10868"
"29.11.2021 05:00 - 29.11.2021 05:15","11930","11086"
"29.11.2021 05:15 - 29.11.2021 05:30","12055","11280"
"29.11.2021 05:30 - 29.11.2021 05:45","12193","11530"
"29.11.2021 05:45 - 29.11.2021 06:00","12360","11778"
"29.11.2021 06:00 - 29.11.2021 06:15","12644","12205"
"29.11.2021 06:15 - 29.11.2021 06:30","12981","12474"
"29.11.2021 06:30 - 29.11.2021 06:45","13300","12924"
"29.11.2021 06:45 - 29.11.2021 07:00","13625","13269"
"29.11.2021 07:00 - 29.11.2021 07:15","13959","13768"
"29.11.2021 07:15 - 29.11.2021 07:30","14446","14163"
"29.11.2021 07:30 - 29.11.2021 07:45","14915","14658"
"29.11.2021 07:45 - 29.11.2021 08:00","15269","15015"
"29.11.2021 08:00 - 29.11.2021 08:15","15486","15297"
"29.11.2021 08:15 - 29.11.2021 08:30","15668","15425"
"29.11.2021 08:30 - 29.11.2021 08:45","15865","15612"
"29.11.2021 08:45 - 29.11.2021 09:00","15999","15670"
"29.11.2021 09:00 - 29.11.2021 09:15","16023","15695"
"29.11.2021 09:15 - 29.11.2021 09:30","15942","15645"
"29.11.2021 09:30 - 29.11.2021 09:45","15839","15471"
"29.11.2021 09:45 - 29.11.2021 10:00","15670","15443"
"29.11.2021 10:00 - 29.11.2021 10:15","15505","15298"
"29.11.2021 10:15 - 29.11.2021 10:30","15437","15156"
"29.11.2021 10:30 - 29.11.2021 10:45","15200","15004"
"29.11.2021 10:45 - 29.11.2021 11:00","15049","14873"
"29.11.2021 11:00 - 29.11.2021 11:15","14948","14734"
"29.11.2021 11:15 - 29.11.2021 11:30","14857","14510"
"29.11.2021 11:30 - 29.11.2021 11:45","14723","14385"
"29.11.2021 11:45 - 29.11.2021 12:00","14546","14442"
"29.11.2021 12:00 - 29.11.2021 12:15","14458","14345"
"29.11.2021 12:15 - 29.11.2021 12:30","14399","14274"
"29.11.2021 12:30 - 29.11.2021 12:45","14333","14191"
"29.11.2021 12:45 - 29.11.2021 13:00","14297","14110"
"29.11.2021 13:00 - 29.11.2021 13:15","14401","14171"
"29.11.2021 13:15 - 29.11.2021 13:30","14567","14333"
"29.11.2021 13:30 - 29.11.2021 13:45","14710","14394"
"29.11.2021 13:45 - 29.11.2021 14:00","14771","14481"
"29.11.2021 14:00 - 29.11.2021 14:15","14851","14574"
"29.11.2021 14:15 - 29.11.2021 14:30","14985","14746"
"29.11.2021 14:30 - 29.11.2021 14:45","15145","14848"
"29.11.2021 14:45 - 29.11.2021 15:00","15172","15026"
"29.11.2021 15:00 - 29.11.2021 15:15","15139","15142"
"29.11.2021 15:15 - 29.11.2021 15:30","15345","15325"
"29.11.2021 15:30 - 29.11.2021 15:45","15638","15540"
"29.11.2021 15:45 - 29.11.2021 16:00","15910","15723"
"29.11.2021 16:00 - 29.11.2021 16:15","16008","15820"
"29.11.2021 16:15 - 29.11.2021 16:30","16107","15920"
"29.11.2021 16:30 - 29.11.2021 16:45","16276","16190"
"29.11.2021 16:45 - 29.11.2021 17:00","16449","16563"
"29.11.2021 17:00 - 29.11.2021 17:15","16571","16757"
"29.11.2021 17:15 - 29.11.2021 17:30","16600","17010"
"29.11.2021 17:30 - 29.11.2021 17:45","16744","17027"
"29.11.2021 17:45 - 29.11.2021 18:00","16770","16924"
"29.11.2021 18:00 - 29.11.2021 18:15","16620","16542"
"29.11.2021 18:15 - 29.11.2021 18:30","16328","16282"
"29.11.2021 18:30 - 29.11.2021 18:45","16151","16083"
"29.11.2021 18:45 - 29.11.2021 19:00","16035","15917"
"29.11.2021 19:00 - 29.11.2021 19:15","15930","15703"
"29.11.2021 19:15 - 29.11.2021 19:30","15832","15532"
"29.11.2021 19:30 - 29.11.2021 19:45","15722","15393"
"29.11.2021 19:45 - 29.11.2021 20:00","15608","15331"
"29.11.2021 20:00 - 29.11.2021 20:15","15474","15030"
"29.11.2021 20:15 - 29.11.2021 20:30","15333","14855"
