"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"11.05.2021 02:00 - 11.05.2021 02:15","46120","44845"
"11.05.2021 02:15 - 11.05.2021 02:30","46455","44780"
"11.05.2021 02:30 - 11.05.2021 02:45","45897","44826"
"11.05.2021 02:45 - 11.05.2021 03:00","46191","44742"
"11.05.2021 03:00 - 11.05.2021 03:15","46094","45194"
"11.05.2021 03:15 - 11.05.2021 03:30","46517","45214"
"11.05.2021 03:30 - 11.05.2021 03:45","46601","45023"
"11.05.2021 03:45 - 11.05.2021 04:00","47031","45337"
"11.05.2021 04:00 - 11.05.2021 04:15","47266","45910"
"11.05.2021 04:15 - 11.05.2021 04:30","47731","46043"
"11.05.2021 04:30 - 11.05.2021 04:45","48111","46842"
"11.05.2021 04:45 - 11.05.2021 05:00","48983","47243"
"11.05.2021 05:00 - 11.05.2021 05:15","50517","48218"
"11.05.2021 05:15 - 11.05.2021 05:30","50641","49005"
"11.05.2021 05:30 - 11.05.2021 05:45","51588","50072"
"11.05.2021 05:45 - 11.05.2021 06:00","52531","50954"
"11.05.2021 06:00 - 11.05.2021 06:15","54299","54072"
"11.05.2021 06:15 - 11.05.2021 06:30","55966","55716"
"11.05.2021 06:30 - 11.05.2021 06:45","57450","57041"
"11.05.2021 06:45 - 11.05.2021 07:00","58719","58402"
"11.05.2021 07:00 - 11.05.2021 07:15","61030","60100"
"11.05.2021 07:15 - 11.05.2021 07:30","61962","61286"
"11.05.2021 07:30 - 11.05.2021 07:45","62566","62302"
"11.05.2021 07:45 - 11.05.2021 08:00","63104","63470"
"11.05.2021 08:00 - 11.05.2021 08:15","64396","64302"
"11.05.2021 08:15 - 11.05.2021 08:30","64736","64971"
"11.05.2021 08:30 - 11.05.2021 08:45","65093","65218"
"11.05.2021 08:45 - 11.05.2021 09:00","66220","65716"
"11.05.2021 09:00 - 11.05.2021 09:15","65281","65367"
"11.05.2021 09:15 - 11.05.2021 09:30","65945","65583"
"11.05.2021 09:30 - 11.05.2021 09:45","66735","65332"
"11.05.2021 09:45 - 11.05.2021 10:00","67076","65628"
"11.05.2021 10:00 - 11.05.2021 10:15","67331","65701"
"11.05.2021 10:15 - 11.05.2021 10:30","67549","65897"
"11.05.2021 10:30 - 11.05.2021 10:45","67661","66233"
"11.05.2021 10:45 - 11.05.2021 11:00","68146","66488"
"11.05.2021 11:00 - 11.05.2021 11:15","68597","67110"
"11.05.2021 11:15 - 11.05.2021 11:30","68715","67823"
"11.05.2021 11:30 - 11.05.2021 11:45","69009","67942"
"11.05.2021 11:45 - 11.05.2021 12:00","69421","68006"
"11.05.2021 12:00 - 11.05.2021 12:15","69048","67634"
"11.05.2021 12:15 - 11.05.2021 12:30","69030","67908"
"11.05.2021 12:30 - 11.05.2021 12:45","68819","67882"
"11.05.2021 12:45 - 11.05.2021 13:00","69087","67506"
"11.05.2021 13:00 - 11.05.2021 13:15","68675","66825"
"11.05.2021 13:15 - 11.05.2021 13:30","68235","66424"
"11.05.2021 13:30 - 11.05.2021 13:45","67635","65739"
"11.05.2021 13:45 - 11.05.2021 14:00","67316","64863"
"11.05.2021 14:00 - 11.05.2021 14:15","67167","64498"
"11.05.2021 14:15 - 11.05.2021 14:30","66984","64560"
"11.05.2021 14:30 - 11.05.2021 14:45","66822","64350"
"11.05.2021 14:45 - 11.05.2021 15:00","67137","63891"
"11.05.2021 15:00 - 11.05.2021 15:15","66363","64033"
"11.05.2021 15:15 - 11.05.2021 15:30","66103","63701"
"11.05.2021 15:30 - 11.05.2021 15:45","65517","63233"
"11.05.2021 15:45 - 11.05.2021 16:00","64921","62729"
"11.05.2021 16:00 - 11.05.2021 16:15","64494","62755"
"11.05.2021 16:15 - 11.05.2021 16:30","64310","62885"
"11.05.2021 16:30 - 11.05.2021 16:45","63696","62724"
"11.05.2021 16:45 - 11.05.2021 17:00","63517","62671"
"11.05.2021 17:00 - 11.05.2021 17:15","63624","62754"
"11.05.2021 17:15 - 11.05.2021 17:30","63827","62582"
"11.05.2021 17:30 - 11.05.2021 17:45","63933","62764"
"11.05.2021 17:45 - 11.05.2021 18:00","63943","62942"
"11.05.2021 18:00 - 11.05.2021 18:15","63977","63161"
"11.05.2021 18:15 - 11.05.2021 18:30","63847","62851"
"11.05.2021 18:30 - 11.05.2021 18:45","63960","62860"
"11.05.2021 18:45 - 11.05.2021 19:00","63392","62964"
"11.05.2021 19:00 - 11.05.2021 19:15","63394","63072"
"11.05.2021 19:15 - 11.05.2021 19:30","62735","62675"
"11.05.2021 19:30 - 11.05.2021 19:45","63113","62176"
"11.05.2021 19:45 - 11.05.2021 20:00","62588","61968"
"11.05.2021 20:00 - 11.05.2021 20:15","61735","61753"
"11.05.2021 20:15 - 11.05.2021 20:30","61065","61190"
"11.05.2021 20:30 - 11.05.2021 20:45","60602","60748"
"11.05.2021 20:45 - 11.05.2021 21:00","60051","60151"
"11.05.2021 21:00 - 11.05.2021 21:15","58996","59822"
"11.05.2021 21:15 - 11.05.2021 21:30","59014","59290"
"11.05.2021 21:30 - 11.05.2021 21:45","58356","58366"
"11.05.2021 21:45 - 11.05.2021 22:00","58340","57388"
"11.05.2021 22:00 - 11.05.2021 22:15","58018","56579"
"11.05.2021 22:15 - 11.05.2021 22:30","57074","55465"
"11.05.2021 22:30 - 11.05.2021 22:45","56527","54216"
"11.05.2021 22:45 - 11.05.2021 23:00","54908","53389"
"11.05.2021 23:00 - 11.05.2021 23:15","53879","51956"
"11.05.2021 23:15 - 11.05.2021 23:30","52725","50816"
"11.05.2021 23:30 - 11.05.2021 23:45","51986","49910"
"11.05.2021 23:45 - 12.05.2021 00:00","51603","49268"
"12.05.2021 00:00 - 12.05.2021 00:15","48354","49667"
"12.05.2021 00:15 - 12.05.2021 00:30","47559","49238"
"12.05.2021 00:30 - 12.05.2021 00:45","47099","48684"
"12.05.2021 00:45 - 12.05.2021 01:00","46630","48291"
"12.05.2021 01:00 - 12.05.2021 01:15","46210","47420"
"12.05.2021 01:15 - 12.05.2021 01:30","45599","47347"
"12.05.2021 01:30 - 12.05.2021 01:45","45267","46679"
"12.05.2021 01:45 - 12.05.2021 02:00","45068","46038"
"12.05.2021 02:00 - 12.05.2021 02:15","44645","45601"
"12.05.2021 02:15 - 12.05.2021 02:30","44889","45446"
"12.05.2021 02:30 - 12.05.2021 02:45","44658","45258"
"12.05.2021 02:45 - 12.05.2021 03:00","44957","45412"
"12.05.2021 03:00 - 12.05.2021 03:15","44682","45246"
"12.05.2021 03:15 - 12.05.2021 03:30","45137","44993"
"12.05.2021 03:30 - 12.05.2021 03:45","45216","45250"
"12.05.2021 03:45 - 12.05.2021 04:00","45412","45380"
"12.05.2021 04:00 - 12.05.2021 04:15","45994","45941"
"12.05.2021 04:15 - 12.05.2021 04:30","46537","46363"
"12.05.2021 04:30 - 12.05.2021 04:45","46956","46954"
"12.05.2021 04:45 - 12.05.2021 05:00","47827","47818"
"12.05.2021 05:00 - 12.05.2021 05:15","48728","48649"
"12.05.2021 05:15 - 12.05.2021 05:30","49468","49277"
"12.05.2021 05:30 - 12.05.2021 05:45","50555","50143"
"12.05.2021 05:45 - 12.05.2021 06:00","51572","51293"
"12.05.2021 06:00 - 12.05.2021 06:15","53976","53839"
"12.05.2021 06:15 - 12.05.2021 06:30","55696","55599"
"12.05.2021 06:30 - 12.05.2021 06:45","56848","57145"
"12.05.2021 06:45 - 12.05.2021 07:00","58468","58674"
"12.05.2021 07:00 - 12.05.2021 07:15","59887","60173"
"12.05.2021 07:15 - 12.05.2021 07:30","61991","61367"
"12.05.2021 07:30 - 12.05.2021 07:45","62611","62537"
"12.05.2021 07:45 - 12.05.2021 08:00","63643","63423"
"12.05.2021 08:00 - 12.05.2021 08:15","64711","64226"
"12.05.2021 08:15 - 12.05.2021 08:30","64948","65055"
"12.05.2021 08:30 - 12.05.2021 08:45","65325","65630"
"12.05.2021 08:45 - 12.05.2021 09:00","66191","65749"
"12.05.2021 09:00 - 12.05.2021 09:15","65695","65391"
"12.05.2021 09:15 - 12.05.2021 09:30","66404","65766"
"12.05.2021 09:30 - 12.05.2021 09:45","67349","66066"
"12.05.2021 09:45 - 12.05.2021 10:00","67617","66226"
"12.05.2021 10:00 - 12.05.2021 10:15","67441","65883"
"12.05.2021 10:15 - 12.05.2021 10:30","68226","66451"
"12.05.2021 10:30 - 12.05.2021 10:45","68243","66745"
"12.05.2021 10:45 - 12.05.2021 11:00","68741","66805"
"12.05.2021 11:00 - 12.05.2021 11:15","69184","67094"
"12.05.2021 11:15 - 12.05.2021 11:30","69531","67503"
"12.05.2021 11:30 - 12.05.2021 11:45","69769","67957"
"12.05.2021 11:45 - 12.05.2021 12:00","69944","67976"
"12.05.2021 12:00 - 12.05.2021 12:15","69855","67667"
"12.05.2021 12:15 - 12.05.2021 12:30","69471","67509"
"12.05.2021 12:30 - 12.05.2021 12:45","69394","67172"
"12.05.2021 12:45 - 12.05.2021 13:00","69399","66973"
"12.05.2021 13:00 - 12.05.2021 13:15","69169","66705"
"12.05.2021 13:15 - 12.05.2021 13:30","68723","66476"
"12.05.2021 13:30 - 12.05.2021 13:45","68257","65641"
"12.05.2021 13:45 - 12.05.2021 14:00","67775","65064"
"12.05.2021 14:00 - 12.05.2021 14:15","67322","64618"
"12.05.2021 14:15 - 12.05.2021 14:30","66990","64345"
"12.05.2021 14:30 - 12.05.2021 14:45","66481","63875"
"12.05.2021 14:45 - 12.05.2021 15:00","66546","63690"
"12.05.2021 15:00 - 12.05.2021 15:15","66126","63589"
"12.05.2021 15:15 - 12.05.2021 15:30","66224","63230"
"12.05.2021 15:30 - 12.05.2021 15:45","65594","62713"
"12.05.2021 15:45 - 12.05.2021 16:00","64933","62093"
"12.05.2021 16:00 - 12.05.2021 16:15","64605","61931"
"12.05.2021 16:15 - 12.05.2021 16:30","64475","61341"
"12.05.2021 16:30 - 12.05.2021 16:45","63768","60896"
"12.05.2021 16:45 - 12.05.2021 17:00","63624","60886"
"12.05.2021 17:00 - 12.05.2021 17:15","63647","61164"
"12.05.2021 17:15 - 12.05.2021 17:30","63586","61368"
"12.05.2021 17:30 - 12.05.2021 17:45","63692","61270"
"12.05.2021 17:45 - 12.05.2021 18:00","63588","61280"
"12.05.2021 18:00 - 12.05.2021 18:15","63271","61554"
"12.05.2021 18:15 - 12.05.2021 18:30","63225","61097"
"12.05.2021 18:30 - 12.05.2021 18:45","63168","61073"
"12.05.2021 18:45 - 12.05.2021 19:00","62911","61075"
"12.05.2021 19:00 - 12.05.2021 19:15","62851","61259"
"12.05.2021 19:15 - 12.05.2021 19:30","62385","60955"
"12.05.2021 19:30 - 12.05.2021 19:45","62443","60643"
"12.05.2021 19:45 - 12.05.2021 20:00","62281","60222"
"12.05.2021 20:00 - 12.05.2021 20:15","61404","59956"
"12.05.2021 20:15 - 12.05.2021 20:30","60468","59569"
"12.05.2021 20:30 - 12.05.2021 20:45","59911","59030"
"12.05.2021 20:45 - 12.05.2021 21:00","59674","58619"
"12.05.2021 21:00 - 12.05.2021 21:15","58838","58297"
"12.05.2021 21:15 - 12.05.2021 21:30","58523","57524"
"12.05.2021 21:30 - 12.05.2021 21:45","57819","56802"
"12.05.2021 21:45 - 12.05.2021 22:00","57270","56021"
"12.05.2021 22:00 - 12.05.2021 22:15","56639","55470"
"12.05.2021 22:15 - 12.05.2021 22:30","55599","54851"
"12.05.2021 22:30 - 12.05.2021 22:45","54751","53501"
"12.05.2021 22:45 - 12.05.2021 23:00","53371","52654"
"12.05.2021 23:00 - 12.05.2021 23:15","52559","51345"
"12.05.2021 23:15 - 12.05.2021 23:30","51326","50383"
"12.05.2021 23:30 - 12.05.2021 23:45","50444","49330"
"12.05.2021 23:45 - 13.05.2021 00:00","49782","48772"
"13.05.2021 00:00 - 13.05.2021 00:15","45173","47252"
"13.05.2021 00:15 - 13.05.2021 00:30","44625","46403"
"13.05.2021 00:30 - 13.05.2021 00:45","44214","45833"
"13.05.2021 00:45 - 13.05.2021 01:00","43578","45276"
"13.05.2021 01:00 - 13.05.2021 01:15","42887","44497"
"13.05.2021 01:15 - 13.05.2021 01:30","42326","43747"
"13.05.2021 01:30 - 13.05.2021 01:45","42169","44059"
"13.05.2021 01:45 - 13.05.2021 02:00","41693","43811"
"13.05.2021 02:00 - 13.05.2021 02:15","41204","43011"
"13.05.2021 02:15 - 13.05.2021 02:30","41498","42797"
"13.05.2021 02:30 - 13.05.2021 02:45","41025","42488"
"13.05.2021 02:45 - 13.05.2021 03:00","41223","42241"
"13.05.2021 03:00 - 13.05.2021 03:15","40926","42111"
"13.05.2021 03:15 - 13.05.2021 03:30","40924","41999"
"13.05.2021 03:30 - 13.05.2021 03:45","40936","42008"
"13.05.2021 03:45 - 13.05.2021 04:00","40942","42240"
"13.05.2021 04:00 - 13.05.2021 04:15","41251","42217"
"13.05.2021 04:15 - 13.05.2021 04:30","41284","41941"
"13.05.2021 04:30 - 13.05.2021 04:45","40930","41866"
"13.05.2021 04:45 - 13.05.2021 05:00","41321","42048"
"13.05.2021 05:00 - 13.05.2021 05:15","41488","42331"
"13.05.2021 05:15 - 13.05.2021 05:30","41155","41894"
"13.05.2021 05:30 - 13.05.2021 05:45","41165","41295"
"13.05.2021 05:45 - 13.05.2021 06:00","40431","40950"
"13.05.2021 06:00 - 13.05.2021 06:15","40138","41165"
"13.05.2021 06:15 - 13.05.2021 06:30","40147","41048"
"13.05.2021 06:30 - 13.05.2021 06:45","40337","41356"
"13.05.2021 06:45 - 13.05.2021 07:00","40916","41630"
"13.05.2021 07:00 - 13.05.2021 07:15","41173","42448"
"13.05.2021 07:15 - 13.05.2021 07:30","42063","42936"
"13.05.2021 07:30 - 13.05.2021 07:45","42585","43731"
"13.05.2021 07:45 - 13.05.2021 08:00","43279","44676"
"13.05.2021 08:00 - 13.05.2021 08:15","44717","45548"
"13.05.2021 08:15 - 13.05.2021 08:30","45509","46412"
"13.05.2021 08:30 - 13.05.2021 08:45","46227","47235"
"13.05.2021 08:45 - 13.05.2021 09:00","47229","48018"
"13.05.2021 09:00 - 13.05.2021 09:15","47429","48719"
"13.05.2021 09:15 - 13.05.2021 09:30","48257","48932"
"13.05.2021 09:30 - 13.05.2021 09:45","48948","49704"
"13.05.2021 09:45 - 13.05.2021 10:00","49584","50201"
"13.05.2021 10:00 - 13.05.2021 10:15","49894","50533"
"13.05.2021 10:15 - 13.05.2021 10:30","50533","50944"
"13.05.2021 10:30 - 13.05.2021 10:45","51087","51301"
"13.05.2021 10:45 - 13.05.2021 11:00","52046","51783"
"13.05.2021 11:00 - 13.05.2021 11:15","52520","52624"
"13.05.2021 11:15 - 13.05.2021 11:30","53200","53240"
"13.05.2021 11:30 - 13.05.2021 11:45","53408","53601"
"13.05.2021 11:45 - 13.05.2021 12:00","53533","53967"
"13.05.2021 12:00 - 13.05.2021 12:15","53600","53553"
"13.05.2021 12:15 - 13.05.2021 12:30","53169","53030"
"13.05.2021 12:30 - 13.05.2021 12:45","52589","52577"
"13.05.2021 12:45 - 13.05.2021 13:00","52494","51972"
"13.05.2021 13:00 - 13.05.2021 13:15","51209","51015"
"13.05.2021 13:15 - 13.05.2021 13:30","50367","50691"
"13.05.2021 13:30 - 13.05.2021 13:45","50080","50160"
"13.05.2021 13:45 - 13.05.2021 14:00","49017","49558"
"13.05.2021 14:00 - 13.05.2021 14:15","48258","49035"
"13.05.2021 14:15 - 13.05.2021 14:30","47567","48767"
"13.05.2021 14:30 - 13.05.2021 14:45","47191","48661"
"13.05.2021 14:45 - 13.05.2021 15:00","47317","48408"
"13.05.2021 15:00 - 13.05.2021 15:15","47353","48107"
"13.05.2021 15:15 - 13.05.2021 15:30","46798","47820"
"13.05.2021 15:30 - 13.05.2021 15:45","46726","47819"
"13.05.2021 15:45 - 13.05.2021 16:00","46958","47905"
"13.05.2021 16:00 - 13.05.2021 16:15","47000","47620"
"13.05.2021 16:15 - 13.05.2021 16:30","46700","47696"
"13.05.2021 16:30 - 13.05.2021 16:45","46447","47718"
"13.05.2021 16:45 - 13.05.2021 17:00","46589","47990"
"13.05.2021 17:00 - 13.05.2021 17:15","47042","48616"
"13.05.2021 17:15 - 13.05.2021 17:30","47150","48943"
"13.05.2021 17:30 - 13.05.2021 17:45","47521","49015"
"13.05.2021 17:45 - 13.05.2021 18:00","47963","49534"
"13.05.2021 18:00 - 13.05.2021 18:15","48392","49857"
"13.05.2021 18:15 - 13.05.2021 18:30","48284","50127"
"13.05.2021 18:30 - 13.05.2021 18:45","48610","49937"
"13.05.2021 18:45 - 13.05.2021 19:00","48478","49726"
"13.05.2021 19:00 - 13.05.2021 19:15","49017","49955"
"13.05.2021 19:15 - 13.05.2021 19:30","48626","49555"
"13.05.2021 19:30 - 13.05.2021 19:45","49435","49340"
"13.05.2021 19:45 - 13.05.2021 20:00","49594","48884"
"13.05.2021 20:00 - 13.05.2021 20:15","49245","48539"
"13.05.2021 20:15 - 13.05.2021 20:30","48822","48410"
"13.05.2021 20:30 - 13.05.2021 20:45","48919","48319"
"13.05.2021 20:45 - 13.05.2021 21:00","48787","48052"
"13.05.2021 21:00 - 13.05.2021 21:15","48358","48547"
"13.05.2021 21:15 - 13.05.2021 21:30","48503","48721"
"13.05.2021 21:30 - 13.05.2021 21:45","48485","48757"
"13.05.2021 21:45 - 13.05.2021 22:00","48695","48530"
"13.05.2021 22:00 - 13.05.2021 22:15","48593","48323"
"13.05.2021 22:15 - 13.05.2021 22:30","47966","47718"
"13.05.2021 22:30 - 13.05.2021 22:45","47551","47046"
"13.05.2021 22:45 - 13.05.2021 23:00","46714","46365"
"13.05.2021 23:00 - 13.05.2021 23:15","46143","45472"
"13.05.2021 23:15 - 13.05.2021 23:30","45202","44519"
"13.05.2021 23:30 - 13.05.2021 23:45","44710","43808"
"13.05.2021 23:45 - 14.05.2021 00:00","44316","43332"
"14.05.2021 00:00 - 14.05.2021 00:15","43279","42854"
"14.05.2021 00:15 - 14.05.2021 00:30","42485","42474"
"14.05.2021 00:30 - 14.05.2021 00:45","42194","42119"
"14.05.2021 00:45 - 14.05.2021 01:00","42136","41692"
"14.05.2021 01:00 - 14.05.2021 01:15","41831","41199"
"14.05.2021 01:15 - 14.05.2021 01:30","41519","40760"
"14.05.2021 01:30 - 14.05.2021 01:45","41012","40383"
"14.05.2021 01:45 - 14.05.2021 02:00","40651","40224"
"14.05.2021 02:00 - 14.05.2021 02:15","40404","40223"
"14.05.2021 02:15 - 14.05.2021 02:30","40647","39706"
"14.05.2021 02:30 - 14.05.2021 02:45","40331","39622"
"14.05.2021 02:45 - 14.05.2021 03:00","40548","39566"
"14.05.2021 03:00 - 14.05.2021 03:15","40570","39672"
"14.05.2021 03:15 - 14.05.2021 03:30","40736","39530"
"14.05.2021 03:30 - 14.05.2021 03:45","40888","39872"
"14.05.2021 03:45 - 14.05.2021 04:00","41089","39995"
"14.05.2021 04:00 - 14.05.2021 04:15","41676","40893"
"14.05.2021 04:15 - 14.05.2021 04:30","42211","41066"
"14.05.2021 04:30 - 14.05.2021 04:45","42878","41711"
"14.05.2021 04:45 - 14.05.2021 05:00","43348","42029"
"14.05.2021 05:00 - 14.05.2021 05:15","44771","43319"
"14.05.2021 05:15 - 14.05.2021 05:30","45615","43013"
"14.05.2021 05:30 - 14.05.2021 05:45","46295","43557"
"14.05.2021 05:45 - 14.05.2021 06:00","47398","44400"
"14.05.2021 06:00 - 14.05.2021 06:15","49708","46710"
"14.05.2021 06:15 - 14.05.2021 06:30","51992","47598"
"14.05.2021 06:30 - 14.05.2021 06:45","53537","48248"
"14.05.2021 06:45 - 14.05.2021 07:00","54342","48977"
"14.05.2021 07:00 - 14.05.2021 07:15","56965","50404"
"14.05.2021 07:15 - 14.05.2021 07:30","58160","51172"
"14.05.2021 07:30 - 14.05.2021 07:45","58848","52136"
"14.05.2021 07:45 - 14.05.2021 08:00","59161","52967"
"14.05.2021 08:00 - 14.05.2021 08:15","59722","54188"
"14.05.2021 08:15 - 14.05.2021 08:30","60381","54945"
"14.05.2021 08:30 - 14.05.2021 08:45","59970","55719"
"14.05.2021 08:45 - 14.05.2021 09:00","60446","56201"
"14.05.2021 09:00 - 14.05.2021 09:15","60809","56192"
"14.05.2021 09:15 - 14.05.2021 09:30","61038","56237"
"14.05.2021 09:30 - 14.05.2021 09:45","62067","57008"
"14.05.2021 09:45 - 14.05.2021 10:00","62132","57222"
"14.05.2021 10:00 - 14.05.2021 10:15","62529","57137"
"14.05.2021 10:15 - 14.05.2021 10:30","62553","57300"
"14.05.2021 10:30 - 14.05.2021 10:45","62676","57458"
"14.05.2021 10:45 - 14.05.2021 11:00","63123","57747"
"14.05.2021 11:00 - 14.05.2021 11:15","63590","58379"
"14.05.2021 11:15 - 14.05.2021 11:30","63366","58620"
"14.05.2021 11:30 - 14.05.2021 11:45","63702","59167"
"14.05.2021 11:45 - 14.05.2021 12:00","63639","59597"
"14.05.2021 12:00 - 14.05.2021 12:15","63711","59400"
"14.05.2021 12:15 - 14.05.2021 12:30","64054","58975"
"14.05.2021 12:30 - 14.05.2021 12:45","63452","58589"
"14.05.2021 12:45 - 14.05.2021 13:00","63128","58270"
"14.05.2021 13:00 - 14.05.2021 13:15","62844","57615"
"14.05.2021 13:15 - 14.05.2021 13:30","62297","57308"
"14.05.2021 13:30 - 14.05.2021 13:45","61883","56939"
"14.05.2021 13:45 - 14.05.2021 14:00","61431","56750"
"14.05.2021 14:00 - 14.05.2021 14:15","61123","56587"
"14.05.2021 14:15 - 14.05.2021 14:30","61264","56146"
"14.05.2021 14:30 - 14.05.2021 14:45","61220","55961"
"14.05.2021 14:45 - 14.05.2021 15:00","60580","55792"
"14.05.2021 15:00 - 14.05.2021 15:15","60347","55335"
"14.05.2021 15:15 - 14.05.2021 15:30","60465","55088"
"14.05.2021 15:30 - 14.05.2021 15:45","59853","55218"
"14.05.2021 15:45 - 14.05.2021 16:00","59281","54728"
"14.05.2021 16:00 - 14.05.2021 16:15","59394","54537"
"14.05.2021 16:15 - 14.05.2021 16:30","59444","54399"
"14.05.2021 16:30 - 14.05.2021 16:45","58795","54241"
"14.05.2021 16:45 - 14.05.2021 17:00","58917","53767"
"14.05.2021 17:00 - 14.05.2021 17:15","59159","54055"
"14.05.2021 17:15 - 14.05.2021 17:30","59384","53938"
"14.05.2021 17:30 - 14.05.2021 17:45","59470","53829"
"14.05.2021 17:45 - 14.05.2021 18:00","59340","54032"
"14.05.2021 18:00 - 14.05.2021 18:15","59582","54391"
"14.05.2021 18:15 - 14.05.2021 18:30","59275","54346"
"14.05.2021 18:30 - 14.05.2021 18:45","59364","54500"
"14.05.2021 18:45 - 14.05.2021 19:00","59107","54430"
"14.05.2021 19:00 - 14.05.2021 19:15","59067","54799"
"14.05.2021 19:15 - 14.05.2021 19:30","58476","54015"
"14.05.2021 19:30 - 14.05.2021 19:45","58355","53746"
"14.05.2021 19:45 - 14.05.2021 20:00","58050","53548"
"14.05.2021 20:00 - 14.05.2021 20:15","57483","53058"
"14.05.2021 20:15 - 14.05.2021 20:30","56928","52354"
"14.05.2021 20:30 - 14.05.2021 20:45","56289","51951"
"14.05.2021 20:45 - 14.05.2021 21:00","55664","51217"
"14.05.2021 21:00 - 14.05.2021 21:15","55134","51507"
"14.05.2021 21:15 - 14.05.2021 21:30","54823","51436"
"14.05.2021 21:30 - 14.05.2021 21:45","54144","51250"
"14.05.2021 21:45 - 14.05.2021 22:00","53725","50913"
"14.05.2021 22:00 - 14.05.2021 22:15","53063","50697"
"14.05.2021 22:15 - 14.05.2021 22:30","52121","49890"
"14.05.2021 22:30 - 14.05.2021 22:45","51381","49088"
"14.05.2021 22:45 - 14.05.2021 23:00","50339","48499"
"14.05.2021 23:00 - 14.05.2021 23:15","49461","47583"
"14.05.2021 23:15 - 14.05.2021 23:30","48611","46475"
"14.05.2021 23:30 - 14.05.2021 23:45","47653","45476"
"14.05.2021 23:45 - 15.05.2021 00:00","47034","45375"
"15.05.2021 00:00 - 15.05.2021 00:15","47600","44187"
"15.05.2021 00:15 - 15.05.2021 00:30","46937","43932"
"15.05.2021 00:30 - 15.05.2021 00:45","46547","43013"
"15.05.2021 00:45 - 15.05.2021 01:00","46034","42930"
"15.05.2021 01:00 - 15.05.2021 01:15","45605","42344"
"15.05.2021 01:15 - 15.05.2021 01:30","45085","41914"
"15.05.2021 01:30 - 15.05.2021 01:45","44774","41453"
"15.05.2021 01:45 - 15.05.2021 02:00","44405","41367"
"15.05.2021 02:00 - 15.05.2021 02:15","43774","41194"
"15.05.2021 02:15 - 15.05.2021 02:30","43791","40797"
"15.05.2021 02:30 - 15.05.2021 02:45","43555","40472"
"15.05.2021 02:45 - 15.05.2021 03:00","43626","40348"
"15.05.2021 03:00 - 15.05.2021 03:15","43335","40326"
"15.05.2021 03:15 - 15.05.2021 03:30","43362","40608"
"15.05.2021 03:30 - 15.05.2021 03:45","43253","40487"
"15.05.2021 03:45 - 15.05.2021 04:00","43231","40405"
"15.05.2021 04:00 - 15.05.2021 04:15","43629","40931"
"15.05.2021 04:15 - 15.05.2021 04:30","43836","41103"
"15.05.2021 04:30 - 15.05.2021 04:45","43768","41167"
"15.05.2021 04:45 - 15.05.2021 05:00","43819","41298"
"15.05.2021 05:00 - 15.05.2021 05:15","44208","41463"
"15.05.2021 05:15 - 15.05.2021 05:30","44359","41399"
"15.05.2021 05:30 - 15.05.2021 05:45","43940","41375"
"15.05.2021 05:45 - 15.05.2021 06:00","43618","41850"
"15.05.2021 06:00 - 15.05.2021 06:15","43142","42633"
"15.05.2021 06:15 - 15.05.2021 06:30","43750","42715"
"15.05.2021 06:30 - 15.05.2021 06:45","44085","43702"
"15.05.2021 06:45 - 15.05.2021 07:00","44919","44120"
"15.05.2021 07:00 - 15.05.2021 07:15","45984","45242"
"15.05.2021 07:15 - 15.05.2021 07:30","46533","45852"
"15.05.2021 07:30 - 15.05.2021 07:45","47301","46922"
"15.05.2021 07:45 - 15.05.2021 08:00","47994","47641"
"15.05.2021 08:00 - 15.05.2021 08:15","49840","48472"
"15.05.2021 08:15 - 15.05.2021 08:30","50607","49308"
"15.05.2021 08:30 - 15.05.2021 08:45","51487","50161"
"15.05.2021 08:45 - 15.05.2021 09:00","52844","50861"
"15.05.2021 09:00 - 15.05.2021 09:15","53660","51554"
"15.05.2021 09:15 - 15.05.2021 09:30","54304","52043"
"15.05.2021 09:30 - 15.05.2021 09:45","55198","52657"
"15.05.2021 09:45 - 15.05.2021 10:00","55814","53271"
"15.05.2021 10:00 - 15.05.2021 10:15","56416","53432"
"15.05.2021 10:15 - 15.05.2021 10:30","56581","53703"
"15.05.2021 10:30 - 15.05.2021 10:45","56850","53837"
"15.05.2021 10:45 - 15.05.2021 11:00","57418","54287"
"15.05.2021 11:00 - 15.05.2021 11:15","57643","54508"
"15.05.2021 11:15 - 15.05.2021 11:30","57929","54736"
"15.05.2021 11:30 - 15.05.2021 11:45","58281","55172"
"15.05.2021 11:45 - 15.05.2021 12:00","58175","55253"
"15.05.2021 12:00 - 15.05.2021 12:15","57945","55307"
"15.05.2021 12:15 - 15.05.2021 12:30","57852","55169"
"15.05.2021 12:30 - 15.05.2021 12:45","57620","54864"
"15.05.2021 12:45 - 15.05.2021 13:00","57019","54320"
"15.05.2021 13:00 - 15.05.2021 13:15","56504","53833"
"15.05.2021 13:15 - 15.05.2021 13:30","56012","53114"
"15.05.2021 13:30 - 15.05.2021 13:45","55547","52890"
"15.05.2021 13:45 - 15.05.2021 14:00","55083","52407"
"15.05.2021 14:00 - 15.05.2021 14:15","54528","52252"
"15.05.2021 14:15 - 15.05.2021 14:30","54116","51949"
"15.05.2021 14:30 - 15.05.2021 14:45","53946","51577"
