"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"16.05.2020 15:30 - 16.05.2020 15:45","47610","49323"
"16.05.2020 15:45 - 16.05.2020 16:00","47475","48823"
"16.05.2020 16:00 - 16.05.2020 16:15","47545","48475"
"16.05.2020 16:15 - 16.05.2020 16:30","47606","48516"
"16.05.2020 16:30 - 16.05.2020 16:45","47429","48563"
"16.05.2020 16:45 - 16.05.2020 17:00","47529","48481"
"16.05.2020 17:00 - 16.05.2020 17:15","47996","48774"
"16.05.2020 17:15 - 16.05.2020 17:30","48106","48971"
"16.05.2020 17:30 - 16.05.2020 17:45","48504","48899"
"16.05.2020 17:45 - 16.05.2020 18:00","48709","49310"
"16.05.2020 18:00 - 16.05.2020 18:15","49076","49536"
"16.05.2020 18:15 - 16.05.2020 18:30","48991","49467"
"16.05.2020 18:30 - 16.05.2020 18:45","49157","49297"
"16.05.2020 18:45 - 16.05.2020 19:00","49068","49431"
"16.05.2020 19:00 - 16.05.2020 19:15","49144","49591"
"16.05.2020 19:15 - 16.05.2020 19:30","48936","49298"
"16.05.2020 19:30 - 16.05.2020 19:45","48673","49134"
"16.05.2020 19:45 - 16.05.2020 20:00","48496","48868"
"16.05.2020 20:00 - 16.05.2020 20:15","48035","48850"
"16.05.2020 20:15 - 16.05.2020 20:30","47498","48119"
"16.05.2020 20:30 - 16.05.2020 20:45","47184","47874"
"16.05.2020 20:45 - 16.05.2020 21:00","47042","47648"
"16.05.2020 21:00 - 16.05.2020 21:15","46778","47663"
"16.05.2020 21:15 - 16.05.2020 21:30","46590","47335"
"16.05.2020 21:30 - 16.05.2020 21:45","46357","47302"
"16.05.2020 21:45 - 16.05.2020 22:00","46282","47198"
"16.05.2020 22:00 - 16.05.2020 22:15","46042","46945"
"16.05.2020 22:15 - 16.05.2020 22:30","45415","46245"
"16.05.2020 22:30 - 16.05.2020 22:45","44762","45613"
"16.05.2020 22:45 - 16.05.2020 23:00","44068","44899"
"16.05.2020 23:00 - 16.05.2020 23:15","43322","43813"
"16.05.2020 23:15 - 16.05.2020 23:30","42608","43084"
"16.05.2020 23:30 - 16.05.2020 23:45","41942","42384"
"16.05.2020 23:45 - 17.05.2020 00:00","41372","41760"
"17.05.2020 00:00 - 17.05.2020 00:15","39857","40342"
"17.05.2020 00:15 - 17.05.2020 00:30","39264","39896"
"17.05.2020 00:30 - 17.05.2020 00:45","38624","39537"
"17.05.2020 00:45 - 17.05.2020 01:00","38193","39139"
"17.05.2020 01:00 - 17.05.2020 01:15","37759","38510"
"17.05.2020 01:15 - 17.05.2020 01:30","37385","38337"
"17.05.2020 01:30 - 17.05.2020 01:45","36890","38028"
"17.05.2020 01:45 - 17.05.2020 02:00","36740","37702"
"17.05.2020 02:00 - 17.05.2020 02:15","36249","37502"
"17.05.2020 02:15 - 17.05.2020 02:30","36130","37194"
"17.05.2020 02:30 - 17.05.2020 02:45","35883","37084"
"17.05.2020 02:45 - 17.05.2020 03:00","35690","37390"
"17.05.2020 03:00 - 17.05.2020 03:15","35661","36945"
"17.05.2020 03:15 - 17.05.2020 03:30","35621","36899"
"17.05.2020 03:30 - 17.05.2020 03:45","35508","36781"
"17.05.2020 03:45 - 17.05.2020 04:00","35501","36872"
"17.05.2020 04:00 - 17.05.2020 04:15","35626","36642"
"17.05.2020 04:15 - 17.05.2020 04:30","35687","37013"
"17.05.2020 04:30 - 17.05.2020 04:45","35881","37068"
"17.05.2020 04:45 - 17.05.2020 05:00","35992","36918"
"17.05.2020 05:00 - 17.05.2020 05:15","36102","36896"
"17.05.2020 05:15 - 17.05.2020 05:30","35797","36501"
"17.05.2020 05:30 - 17.05.2020 05:45","35530","36467"
"17.05.2020 05:45 - 17.05.2020 06:00","35366","36753"
"17.05.2020 06:00 - 17.05.2020 06:15","35406","36576"
"17.05.2020 06:15 - 17.05.2020 06:30","35132","36553"
"17.05.2020 06:30 - 17.05.2020 06:45","35318","36982"
"17.05.2020 06:45 - 17.05.2020 07:00","35836","37406"
"17.05.2020 07:00 - 17.05.2020 07:15","36390","37781"
"17.05.2020 07:15 - 17.05.2020 07:30","36769","38326"
"17.05.2020 07:30 - 17.05.2020 07:45","37644","39090"
"17.05.2020 07:45 - 17.05.2020 08:00","38295","40198"
"17.05.2020 08:00 - 17.05.2020 08:15","39122","41117"
"17.05.2020 08:15 - 17.05.2020 08:30","40251","41650"
"17.05.2020 08:30 - 17.05.2020 08:45","40881","42751"
"17.05.2020 08:45 - 17.05.2020 09:00","41716","43717"
"17.05.2020 09:00 - 17.05.2020 09:15","42315","44945"
"17.05.2020 09:15 - 17.05.2020 09:30","43050","45475"
"17.05.2020 09:30 - 17.05.2020 09:45","43754","46028"
"17.05.2020 09:45 - 17.05.2020 10:00","44241","46548"
"17.05.2020 10:00 - 17.05.2020 10:15","44675","47315"
"17.05.2020 10:15 - 17.05.2020 10:30","45181","47801"
"17.05.2020 10:30 - 17.05.2020 10:45","45757","48568"
"17.05.2020 10:45 - 17.05.2020 11:00","46269","49298"
"17.05.2020 11:00 - 17.05.2020 11:15","46897","49836"
"17.05.2020 11:15 - 17.05.2020 11:30","47600","50501"
"17.05.2020 11:30 - 17.05.2020 11:45","48160","51161"
"17.05.2020 11:45 - 17.05.2020 12:00","48481","50976"
"17.05.2020 12:00 - 17.05.2020 12:15","48165","50762"
"17.05.2020 12:15 - 17.05.2020 12:30","47787","50393"
"17.05.2020 12:30 - 17.05.2020 12:45","47407","50029"
"17.05.2020 12:45 - 17.05.2020 13:00","47079","49584"
"17.05.2020 13:00 - 17.05.2020 13:15","46418","48970"
"17.05.2020 13:15 - 17.05.2020 13:30","46104","48262"
"17.05.2020 13:30 - 17.05.2020 13:45","45505","48259"
"17.05.2020 13:45 - 17.05.2020 14:00","45024","47569"
"17.05.2020 14:00 - 17.05.2020 14:15","44723","46815"
"17.05.2020 14:15 - 17.05.2020 14:30","44322","46370"
"17.05.2020 14:30 - 17.05.2020 14:45","44227","46001"
"17.05.2020 14:45 - 17.05.2020 15:00","43908","45754"
"17.05.2020 15:00 - 17.05.2020 15:15","43914","45519"
"17.05.2020 15:15 - 17.05.2020 15:30","43395","45234"
"17.05.2020 15:30 - 17.05.2020 15:45","43227","45337"
"17.05.2020 15:45 - 17.05.2020 16:00","42996","45217"
"17.05.2020 16:00 - 17.05.2020 16:15","43185","45127"
"17.05.2020 16:15 - 17.05.2020 16:30","43177","45154"
"17.05.2020 16:30 - 17.05.2020 16:45","43566","45158"
"17.05.2020 16:45 - 17.05.2020 17:00","43668","45022"
"17.05.2020 17:00 - 17.05.2020 17:15","44463","45466"
"17.05.2020 17:15 - 17.05.2020 17:30","44777","45747"
"17.05.2020 17:30 - 17.05.2020 17:45","45287","45869"
"17.05.2020 17:45 - 17.05.2020 18:00","45702","46565"
"17.05.2020 18:00 - 17.05.2020 18:15","46454","47498"
"17.05.2020 18:15 - 17.05.2020 18:30","46841","47456"
"17.05.2020 18:30 - 17.05.2020 18:45","47007","47758"
"17.05.2020 18:45 - 17.05.2020 19:00","46874","48141"
"17.05.2020 19:00 - 17.05.2020 19:15","47120","48541"
"17.05.2020 19:15 - 17.05.2020 19:30","47073","48502"
"17.05.2020 19:30 - 17.05.2020 19:45","47099","48109"
"17.05.2020 19:45 - 17.05.2020 20:00","47035","48062"
"17.05.2020 20:00 - 17.05.2020 20:15","46932","48163"
"17.05.2020 20:15 - 17.05.2020 20:30","46564","47713"
"17.05.2020 20:30 - 17.05.2020 20:45","46301","47581"
"17.05.2020 20:45 - 17.05.2020 21:00","46241","47496"
"17.05.2020 21:00 - 17.05.2020 21:15","46317","47412"
"17.05.2020 21:15 - 17.05.2020 21:30","46206","47524"
"17.05.2020 21:30 - 17.05.2020 21:45","46348","47495"
"17.05.2020 21:45 - 17.05.2020 22:00","46458","47700"
"17.05.2020 22:00 - 17.05.2020 22:15","46579","47848"
"17.05.2020 22:15 - 17.05.2020 22:30","46071","47401"
"17.05.2020 22:30 - 17.05.2020 22:45","45263","46802"
"17.05.2020 22:45 - 17.05.2020 23:00","44462","45864"
"17.05.2020 23:00 - 17.05.2020 23:15","43646","44868"
"17.05.2020 23:15 - 17.05.2020 23:30","42932","44273"
"17.05.2020 23:30 - 17.05.2020 23:45","42292","43300"
"17.05.2020 23:45 - 18.05.2020 00:00","41713","42757"
"18.05.2020 00:00 - 18.05.2020 00:15","41510","41943"
"18.05.2020 00:15 - 18.05.2020 00:30","40832","41454"
"18.05.2020 00:30 - 18.05.2020 00:45","40325","41457"
"18.05.2020 00:45 - 18.05.2020 01:00","39870","40874"
"18.05.2020 01:00 - 18.05.2020 01:15","39365","40497"
"18.05.2020 01:15 - 18.05.2020 01:30","39204","40214"
"18.05.2020 01:30 - 18.05.2020 01:45","39035","40095"
"18.05.2020 01:45 - 18.05.2020 02:00","38795","39742"
"18.05.2020 02:00 - 18.05.2020 02:15","38248","39313"
"18.05.2020 02:15 - 18.05.2020 02:30","38287","39288"
"18.05.2020 02:30 - 18.05.2020 02:45","38218","39324"
"18.05.2020 02:45 - 18.05.2020 03:00","38156","39254"
"18.05.2020 03:00 - 18.05.2020 03:15","38414","39528"
"18.05.2020 03:15 - 18.05.2020 03:30","38570","39348"
"18.05.2020 03:30 - 18.05.2020 03:45","38550","39738"
"18.05.2020 03:45 - 18.05.2020 04:00","38771","39974"
"18.05.2020 04:00 - 18.05.2020 04:15","39277","40596"
"18.05.2020 04:15 - 18.05.2020 04:30","39691","40860"
"18.05.2020 04:30 - 18.05.2020 04:45","40083","41259"
"18.05.2020 04:45 - 18.05.2020 05:00","40887","41704"
"18.05.2020 05:00 - 18.05.2020 05:15","42369","43013"
"18.05.2020 05:15 - 18.05.2020 05:30","42991","43270"
"18.05.2020 05:30 - 18.05.2020 05:45","43863","43906"
"18.05.2020 05:45 - 18.05.2020 06:00","45337","45405"
"18.05.2020 06:00 - 18.05.2020 06:15","48389","48414"
"18.05.2020 06:15 - 18.05.2020 06:30","50310","50057"
"18.05.2020 06:30 - 18.05.2020 06:45","52003","51441"
"18.05.2020 06:45 - 18.05.2020 07:00","53340","52518"
"18.05.2020 07:00 - 18.05.2020 07:15","54848","53899"
"18.05.2020 07:15 - 18.05.2020 07:30","56004","55037"
"18.05.2020 07:30 - 18.05.2020 07:45","56945","56451"
"18.05.2020 07:45 - 18.05.2020 08:00","58260","57490"
"18.05.2020 08:00 - 18.05.2020 08:15","58950","58439"
"18.05.2020 08:15 - 18.05.2020 08:30","59756","58902"
"18.05.2020 08:30 - 18.05.2020 08:45","60408","59592"
"18.05.2020 08:45 - 18.05.2020 09:00","60778","59544"
"18.05.2020 09:00 - 18.05.2020 09:15","60241","59624"
"18.05.2020 09:15 - 18.05.2020 09:30","60268","60079"
"18.05.2020 09:30 - 18.05.2020 09:45","60728","60611"
"18.05.2020 09:45 - 18.05.2020 10:00","61267","61035"
"18.05.2020 10:00 - 18.05.2020 10:15","61323","61162"
"18.05.2020 10:15 - 18.05.2020 10:30","61572","61439"
"18.05.2020 10:30 - 18.05.2020 10:45","61804","61505"
"18.05.2020 10:45 - 18.05.2020 11:00","62418","62154"
"18.05.2020 11:00 - 18.05.2020 11:15","62519","62636"
"18.05.2020 11:15 - 18.05.2020 11:30","62828","63182"
"18.05.2020 11:30 - 18.05.2020 11:45","63473","63388"
"18.05.2020 11:45 - 18.05.2020 12:00","63730","63638"
"18.05.2020 12:00 - 18.05.2020 12:15","63601","62855"
"18.05.2020 12:15 - 18.05.2020 12:30","63147","62737"
"18.05.2020 12:30 - 18.05.2020 12:45","63255","62753"
"18.05.2020 12:45 - 18.05.2020 13:00","63010","62678"
"18.05.2020 13:00 - 18.05.2020 13:15","63067","61541"
"18.05.2020 13:15 - 18.05.2020 13:30","62661","61793"
"18.05.2020 13:30 - 18.05.2020 13:45","62303","61249"
"18.05.2020 13:45 - 18.05.2020 14:00","61398","60744"
"18.05.2020 14:00 - 18.05.2020 14:15","61322","60812"
"18.05.2020 14:15 - 18.05.2020 14:30","61208","60469"
"18.05.2020 14:30 - 18.05.2020 14:45","61218","60497"
"18.05.2020 14:45 - 18.05.2020 15:00","60874","60279"
"18.05.2020 15:00 - 18.05.2020 15:15","60715","60218"
"18.05.2020 15:15 - 18.05.2020 15:30","60298","59805"
"18.05.2020 15:30 - 18.05.2020 15:45","60218","59387"
"18.05.2020 15:45 - 18.05.2020 16:00","59751","59224"
"18.05.2020 16:00 - 18.05.2020 16:15","59441","58881"
"18.05.2020 16:15 - 18.05.2020 16:30","59197","58532"
"18.05.2020 16:30 - 18.05.2020 16:45","58947","58418"
"18.05.2020 16:45 - 18.05.2020 17:00","59081","58335"
"18.05.2020 17:00 - 18.05.2020 17:15","59296","58698"
"18.05.2020 17:15 - 18.05.2020 17:30","59331","58274"
"18.05.2020 17:30 - 18.05.2020 17:45","59586","58180"
"18.05.2020 17:45 - 18.05.2020 18:00","59958","58438"
"18.05.2020 18:00 - 18.05.2020 18:15","59842","58283"
"18.05.2020 18:15 - 18.05.2020 18:30","59988","57942"
"18.05.2020 18:30 - 18.05.2020 18:45","59922","58051"
"18.05.2020 18:45 - 18.05.2020 19:00","59899","58415"
"18.05.2020 19:00 - 18.05.2020 19:15","59594","58232"
"18.05.2020 19:15 - 18.05.2020 19:30","59500","57974"
"18.05.2020 19:30 - 18.05.2020 19:45","59153","57767"
"18.05.2020 19:45 - 18.05.2020 20:00","59027","57326"
"18.05.2020 20:00 - 18.05.2020 20:15","58112","57109"
"18.05.2020 20:15 - 18.05.2020 20:30","57168","56648"
"18.05.2020 20:30 - 18.05.2020 20:45","56725","56330"
"18.05.2020 20:45 - 18.05.2020 21:00","56052","56056"
"18.05.2020 21:00 - 18.05.2020 21:15","55899","55487"
"18.05.2020 21:15 - 18.05.2020 21:30","55326","55249"
"18.05.2020 21:30 - 18.05.2020 21:45","54442","54638"
"18.05.2020 21:45 - 18.05.2020 22:00","53593","53989"
"18.05.2020 22:00 - 18.05.2020 22:15","53413","53348"
"18.05.2020 22:15 - 18.05.2020 22:30","52379","52158"
"18.05.2020 22:30 - 18.05.2020 22:45","51293","50932"
"18.05.2020 22:45 - 18.05.2020 23:00","50469","50082"
"18.05.2020 23:00 - 18.05.2020 23:15","49379","48501"
"18.05.2020 23:15 - 18.05.2020 23:30","48439","47405"
"18.05.2020 23:30 - 18.05.2020 23:45","47558","46259"
"18.05.2020 23:45 - 19.05.2020 00:00","47017","45847"
"19.05.2020 00:00 - 19.05.2020 00:15","45595","45152"
"19.05.2020 00:15 - 19.05.2020 00:30","45117","44486"
"19.05.2020 00:30 - 19.05.2020 00:45","44460","43679"
"19.05.2020 00:45 - 19.05.2020 01:00","43953","42930"
"19.05.2020 01:00 - 19.05.2020 01:15","43535","42734"
"19.05.2020 01:15 - 19.05.2020 01:30","43195","42507"
"19.05.2020 01:30 - 19.05.2020 01:45","42836","42542"
"19.05.2020 01:45 - 19.05.2020 02:00","42496","42074"
"19.05.2020 02:00 - 19.05.2020 02:15","42022","41738"
"19.05.2020 02:15 - 19.05.2020 02:30","41910","41899"
"19.05.2020 02:30 - 19.05.2020 02:45","41876","41938"
"19.05.2020 02:45 - 19.05.2020 03:00","41887","41875"
"19.05.2020 03:00 - 19.05.2020 03:15","41978","42099"
"19.05.2020 03:15 - 19.05.2020 03:30","42104","42206"
"19.05.2020 03:30 - 19.05.2020 03:45","42195","42208"
"19.05.2020 03:45 - 19.05.2020 04:00","42303","42136"
"19.05.2020 04:00 - 19.05.2020 04:15","42671","42617"
"19.05.2020 04:15 - 19.05.2020 04:30","43047","42870"
"19.05.2020 04:30 - 19.05.2020 04:45","43503","43538"
"19.05.2020 04:45 - 19.05.2020 05:00","44000","43992"
"19.05.2020 05:00 - 19.05.2020 05:15","45180","45350"
"19.05.2020 05:15 - 19.05.2020 05:30","45534","45795"
"19.05.2020 05:30 - 19.05.2020 05:45","46167","45938"
"19.05.2020 05:45 - 19.05.2020 06:00","47463","47157"
"19.05.2020 06:00 - 19.05.2020 06:15","50095","49867"
"19.05.2020 06:15 - 19.05.2020 06:30","51643","51554"
"19.05.2020 06:30 - 19.05.2020 06:45","52972","52877"
"19.05.2020 06:45 - 19.05.2020 07:00","54355","54146"
"19.05.2020 07:00 - 19.05.2020 07:15","55856","55564"
"19.05.2020 07:15 - 19.05.2020 07:30","56845","56868"
"19.05.2020 07:30 - 19.05.2020 07:45","57910","58033"
"19.05.2020 07:45 - 19.05.2020 08:00","58910","59089"
"19.05.2020 08:00 - 19.05.2020 08:15","59495","59874"
"19.05.2020 08:15 - 19.05.2020 08:30","59888","60635"
"19.05.2020 08:30 - 19.05.2020 08:45","60567","61549"
"19.05.2020 08:45 - 19.05.2020 09:00","60838","61747"
"19.05.2020 09:00 - 19.05.2020 09:15","60440","61486"
"19.05.2020 09:15 - 19.05.2020 09:30","60527","61649"
"19.05.2020 09:30 - 19.05.2020 09:45","61073","62003"
"19.05.2020 09:45 - 19.05.2020 10:00","61457","62529"
"19.05.2020 10:00 - 19.05.2020 10:15","61365","62954"
"19.05.2020 10:15 - 19.05.2020 10:30","61629","63169"
"19.05.2020 10:30 - 19.05.2020 10:45","61949","62988"
"19.05.2020 10:45 - 19.05.2020 11:00","62359","63649"
"19.05.2020 11:00 - 19.05.2020 11:15","62359","63995"
"19.05.2020 11:15 - 19.05.2020 11:30","62892","64466"
"19.05.2020 11:30 - 19.05.2020 11:45","63231","64619"
"19.05.2020 11:45 - 19.05.2020 12:00","63244","64607"
"19.05.2020 12:00 - 19.05.2020 12:15","63012","64129"
"19.05.2020 12:15 - 19.05.2020 12:30","62530","63698"
"19.05.2020 12:30 - 19.05.2020 12:45","62631","63465"
"19.05.2020 12:45 - 19.05.2020 13:00","62732","63747"
"19.05.2020 13:00 - 19.05.2020 13:15","62585","63896"
"19.05.2020 13:15 - 19.05.2020 13:30","62227","63689"
"19.05.2020 13:30 - 19.05.2020 13:45","62011","62835"
"19.05.2020 13:45 - 19.05.2020 14:00","61212","62448"
"19.05.2020 14:00 - 19.05.2020 14:15","60875","61826"
"19.05.2020 14:15 - 19.05.2020 14:30","60564","61537"
"19.05.2020 14:30 - 19.05.2020 14:45","60466","61443"
"19.05.2020 14:45 - 19.05.2020 15:00","60012","61049"
"19.05.2020 15:00 - 19.05.2020 15:15","59803","61293"
"19.05.2020 15:15 - 19.05.2020 15:30","59321","60665"
"19.05.2020 15:30 - 19.05.2020 15:45","59247","60120"
"19.05.2020 15:45 - 19.05.2020 16:00","58914","59477"
"19.05.2020 16:00 - 19.05.2020 16:15","58303","59410"
"19.05.2020 16:15 - 19.05.2020 16:30","58009","58820"
"19.05.2020 16:30 - 19.05.2020 16:45","57878","58341"
"19.05.2020 16:45 - 19.05.2020 17:00","57880","58307"
"19.05.2020 17:00 - 19.05.2020 17:15","57881","58444"
"19.05.2020 17:15 - 19.05.2020 17:30","58014","58518"
"19.05.2020 17:30 - 19.05.2020 17:45","58273","58466"
"19.05.2020 17:45 - 19.05.2020 18:00","58408","58642"
"19.05.2020 18:00 - 19.05.2020 18:15","58633","58519"
"19.05.2020 18:15 - 19.05.2020 18:30","58909","58429"
"19.05.2020 18:30 - 19.05.2020 18:45","59085","58550"
"19.05.2020 18:45 - 19.05.2020 19:00","58862","58572"
"19.05.2020 19:00 - 19.05.2020 19:15","58732","58835"
"19.05.2020 19:15 - 19.05.2020 19:30","58664","58331"
"19.05.2020 19:30 - 19.05.2020 19:45","58494","57828"
"19.05.2020 19:45 - 19.05.2020 20:00","58437","57424"
"19.05.2020 20:00 - 19.05.2020 20:15","57648","56814"
"19.05.2020 20:15 - 19.05.2020 20:30","57092","56296"
"19.05.2020 20:30 - 19.05.2020 20:45","56615","55651"
"19.05.2020 20:45 - 19.05.2020 21:00","56290","54997"
"19.05.2020 21:00 - 19.05.2020 21:15","55911","54649"
"19.05.2020 21:15 - 19.05.2020 21:30","55492","53999"
"19.05.2020 21:30 - 19.05.2020 21:45","54757","53512"
"19.05.2020 21:45 - 19.05.2020 22:00","53958","52975"
"19.05.2020 22:00 - 19.05.2020 22:15","53736","52419"
"19.05.2020 22:15 - 19.05.2020 22:30","52843","51381"
"19.05.2020 22:30 - 19.05.2020 22:45","51606","50014"
"19.05.2020 22:45 - 19.05.2020 23:00","50798","48807"
"19.05.2020 23:00 - 19.05.2020 23:15","49646","47234"
"19.05.2020 23:15 - 19.05.2020 23:30","48649","46186"
"19.05.2020 23:30 - 19.05.2020 23:45","47831","45293"
"19.05.2020 23:45 - 20.05.2020 00:00","47070","44590"
"20.05.2020 00:00 - 20.05.2020 00:15","45653","43580"
"20.05.2020 00:15 - 20.05.2020 00:30","45050","43107"
"20.05.2020 00:30 - 20.05.2020 00:45","44522","42532"
"20.05.2020 00:45 - 20.05.2020 01:00","44084","42068"
"20.05.2020 01:00 - 20.05.2020 01:15","43497","41522"
"20.05.2020 01:15 - 20.05.2020 01:30","43237","41611"
"20.05.2020 01:30 - 20.05.2020 01:45","42831","41307"
"20.05.2020 01:45 - 20.05.2020 02:00","42635","41002"
"20.05.2020 02:00 - 20.05.2020 02:15","42234","40836"
"20.05.2020 02:15 - 20.05.2020 02:30","42070","40529"
"20.05.2020 02:30 - 20.05.2020 02:45","42051","40453"
"20.05.2020 02:45 - 20.05.2020 03:00","42043","40481"
"20.05.2020 03:00 - 20.05.2020 03:15","42061","40729"
"20.05.2020 03:15 - 20.05.2020 03:30","42142","40833"
"20.05.2020 03:30 - 20.05.2020 03:45","42246","40520"
"20.05.2020 03:45 - 20.05.2020 04:00","42366","40744"
"20.05.2020 04:00 - 20.05.2020 04:15","42752","41220"
"20.05.2020 04:15 - 20.05.2020 04:30","43060","41396"
"20.05.2020 04:30 - 20.05.2020 04:45","43514","41777"
"20.05.2020 04:45 - 20.05.2020 05:00","44115","42045"
"20.05.2020 05:00 - 20.05.2020 05:15","45102","43268"
"20.05.2020 05:15 - 20.05.2020 05:30","45520","43228"
"20.05.2020 05:30 - 20.05.2020 05:45","46224","43690"
"20.05.2020 05:45 - 20.05.2020 06:00","47375","44878"
"20.05.2020 06:00 - 20.05.2020 06:15","50085","47616"
"20.05.2020 06:15 - 20.05.2020 06:30","51822","49139"
"20.05.2020 06:30 - 20.05.2020 06:45","53001","50519"
"20.05.2020 06:45 - 20.05.2020 07:00","54289","51756"
"20.05.2020 07:00 - 20.05.2020 07:15","55695","53406"
"20.05.2020 07:15 - 20.05.2020 07:30","56621","54483"
"20.05.2020 07:30 - 20.05.2020 07:45","57281","55504"
"20.05.2020 07:45 - 20.05.2020 08:00","58033","56560"
"20.05.2020 08:00 - 20.05.2020 08:15","58568","57751"
"20.05.2020 08:15 - 20.05.2020 08:30","59071","58032"
"20.05.2020 08:30 - 20.05.2020 08:45","59247","58507"
"20.05.2020 08:45 - 20.05.2020 09:00","59453","58881"
"20.05.2020 09:00 - 20.05.2020 09:15","59147","58826"
"20.05.2020 09:15 - 20.05.2020 09:30","59553","59069"
"20.05.2020 09:30 - 20.05.2020 09:45","60163","59696"
"20.05.2020 09:45 - 20.05.2020 10:00","60686","60148"
"20.05.2020 10:00 - 20.05.2020 10:15","60358","60301"
"20.05.2020 10:15 - 20.05.2020 10:30","60399","60797"
"20.05.2020 10:30 - 20.05.2020 10:45","60695","60985"
"20.05.2020 10:45 - 20.05.2020 11:00","61248","61042"
"20.05.2020 11:00 - 20.05.2020 11:15","61271","61288"
"20.05.2020 11:15 - 20.05.2020 11:30","61710","61694"
"20.05.2020 11:30 - 20.05.2020 11:45","61954","62007"
"20.05.2020 11:45 - 20.05.2020 12:00","61930","61907"
"20.05.2020 12:00 - 20.05.2020 12:15","61850","61659"
"20.05.2020 12:15 - 20.05.2020 12:30","61640","61326"
"20.05.2020 12:30 - 20.05.2020 12:45","61360","61480"
"20.05.2020 12:45 - 20.05.2020 13:00","61179","61489"
"20.05.2020 13:00 - 20.05.2020 13:15","60965","61116"
"20.05.2020 13:15 - 20.05.2020 13:30","60503","60422"
"20.05.2020 13:30 - 20.05.2020 13:45","59952","59859"
"20.05.2020 13:45 - 20.05.2020 14:00","59534","59204"
"20.05.2020 14:00 - 20.05.2020 14:15","59286","58674"
"20.05.2020 14:15 - 20.05.2020 14:30","59044","58568"
"20.05.2020 14:30 - 20.05.2020 14:45","58778","58402"
"20.05.2020 14:45 - 20.05.2020 15:00","58647","58229"
"20.05.2020 15:00 - 20.05.2020 15:15","58727","58124"
"20.05.2020 15:15 - 20.05.2020 15:30","58263","57501"
"20.05.2020 15:30 - 20.05.2020 15:45","57943","57253"
"20.05.2020 15:45 - 20.05.2020 16:00","58128","56598"
"20.05.2020 16:00 - 20.05.2020 16:15","57826","56361"
"20.05.2020 16:15 - 20.05.2020 16:30","57731","56167"
"20.05.2020 16:30 - 20.05.2020 16:45","57575","55843"
"20.05.2020 16:45 - 20.05.2020 17:00","57463","55586"
"20.05.2020 17:00 - 20.05.2020 17:15","57914","55429"
"20.05.2020 17:15 - 20.05.2020 17:30","58053","55776"
"20.05.2020 17:30 - 20.05.2020 17:45","58072","55778"
"20.05.2020 17:45 - 20.05.2020 18:00","58593","55647"
"20.05.2020 18:00 - 20.05.2020 18:15","58615","55599"
"20.05.2020 18:15 - 20.05.2020 18:30","58629","55237"
"20.05.2020 18:30 - 20.05.2020 18:45","58454","55205"
"20.05.2020 18:45 - 20.05.2020 19:00","58449","55325"
"20.05.2020 19:00 - 20.05.2020 19:15","58393","55020"
"20.05.2020 19:15 - 20.05.2020 19:30","58210","54788"
"20.05.2020 19:30 - 20.05.2020 19:45","57910","54361"
"20.05.2020 19:45 - 20.05.2020 20:00","57779","53994"
"20.05.2020 20:00 - 20.05.2020 20:15","57211","53423"
"20.05.2020 20:15 - 20.05.2020 20:30","56382","52901"
"20.05.2020 20:30 - 20.05.2020 20:45","56011","52344"
"20.05.2020 20:45 - 20.05.2020 21:00","55675","51854"
"20.05.2020 21:00 - 20.05.2020 21:15","54960","51485"
"20.05.2020 21:15 - 20.05.2020 21:30","54602","50829"
"20.05.2020 21:30 - 20.05.2020 21:45","54190","50140"
"20.05.2020 21:45 - 20.05.2020 22:00","53578","49721"
"20.05.2020 22:00 - 20.05.2020 22:15","53073","49200"
"20.05.2020 22:15 - 20.05.2020 22:30","52171","48423"
"20.05.2020 22:30 - 20.05.2020 22:45","51066","47218"
"20.05.2020 22:45 - 20.05.2020 23:00","50292","46226"
"20.05.2020 23:00 - 20.05.2020 23:15","49171","44883"
"20.05.2020 23:15 - 20.05.2020 23:30","48108","44030"
"20.05.2020 23:30 - 20.05.2020 23:45","47316","43031"
"20.05.2020 23:45 - 21.05.2020 00:00","46718","42294"
"21.05.2020 00:00 - 21.05.2020 00:15","42950","41334"
"21.05.2020 00:15 - 21.05.2020 00:30","42669","40889"
"21.05.2020 00:30 - 21.05.2020 00:45","42047","40319"
"21.05.2020 00:45 - 21.05.2020 01:00","41560","39951"
"21.05.2020 01:00 - 21.05.2020 01:15","40346","39230"
"21.05.2020 01:15 - 21.05.2020 01:30","40343","38643"
"21.05.2020 01:30 - 21.05.2020 01:45","39968","38646"
"21.05.2020 01:45 - 21.05.2020 02:00","39363","38362"
"21.05.2020 02:00 - 21.05.2020 02:15","39272","37686"
"21.05.2020 02:15 - 21.05.2020 02:30","39186","37415"
"21.05.2020 02:30 - 21.05.2020 02:45","38897","37324"
"21.05.2020 02:45 - 21.05.2020 03:00","38877","37652"
"21.05.2020 03:00 - 21.05.2020 03:15","38962","37491"
"21.05.2020 03:15 - 21.05.2020 03:30","38962","37417"
"21.05.2020 03:30 - 21.05.2020 03:45","38827","37406"
"21.05.2020 03:45 - 21.05.2020 04:00","38787","37263"
"21.05.2020 04:00 - 21.05.2020 04:15","38932","37384"
